ID,File,city,stateCode,zipCode,fullLocation,partialLocation,coordinates,price,floorSpace,bedrooms,bathrooms
26,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78729,"13333 Tamayo Dr, Austin, TX 78729",13333 Tamayo Dr,"{'latitude': 30.454342, 'longitude': -97.756088, '__typename': 'HOME_Coordinates'}","$650,000","{'formattedDimension': '2,560 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
27,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8105 Donnie Junction Way, Austin, TX 78744",8105 Donnie Junction Way,"{'latitude': 30.180334, 'longitude': -97.728325, '__typename': 'HOME_Coordinates'}","$993,900","{'formattedDimension': '2,954 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
28,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78754,"Pioneer Hill, Austin, TX 78754",Pioneer Hill,"{'latitude': 30.35754, 'longitude': -97.66552, '__typename': 'HOME_Coordinates'}","$503,990+","{'formattedDimension': '2,367 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
29,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78732,"7600 Boyd Ln, Austin, TX 78732",7600 Boyd Ln,"{'latitude': 30.330254, 'longitude': -97.929153, '__typename': 'HOME_Coordinates'}","$1,039,900","{'formattedDimension': '3,491 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
30,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8205 Talferd Trl, Austin, TX 78744",8205 Talferd Trl,"{'latitude': 30.180334, 'longitude': -97.728325, '__typename': 'HOME_Coordinates'}","$994,900","{'formattedDimension': '2,954 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
31,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"Rough Hollow - Canyon Pass, Austin, TX 78738",Rough Hollow - Canyon Pass,"{'latitude': 30.346886, 'longitude': -98.027267, '__typename': 'HOME_Coordinates'}","$699,900+","{'formattedDimension': '2,529 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
32,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,The Hills,TX,78738,"1 Crystal Springs Ct #B, The Hills, TX 78738",1 Crystal Springs Ct #B,"{'latitude': 30.350565, 'longitude': -97.987556, '__typename': 'HOME_Coordinates'}","$795,000","{'formattedDimension': '3,283 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
33,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78703,"2613 Delwood Pl, Austin, TX 78703",2613 Delwood Pl,"{'latitude': 30.300505, 'longitude': -97.763145, '__typename': 'HOME_Coordinates'}","$1,450,000","{'formattedDimension': '1,953 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
34,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78701,"70 Rainey St #1803, Austin, TX 78701",70 Rainey St #1803,"{'latitude': 30.258486, 'longitude': -97.739174, '__typename': 'HOME_Coordinates'}","$660,000","{'formattedDimension': '663 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '1bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
35,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"11404 FM 1826, Austin, TX 78737",11404 FM 1826,"{'latitude': 30.196976, 'longitude': -97.922752, '__typename': 'HOME_Coordinates'}","$2,390,000","{'formattedDimension': '3,100 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
36,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78723,"51 East, Austin, TX 78723",51 East,"{'latitude': 30.2931, 'longitude': -97.675301, '__typename': 'HOME_Coordinates'}","$601,990+","{'formattedDimension': '1,435 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
37,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78702,"1616 Haskell St #A, Austin, TX 78702",1616 Haskell St #A,"{'latitude': 30.25403, 'longitude': -97.730331, '__typename': 'HOME_Coordinates'}","$995,000","{'formattedDimension': '1,549 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
38,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78741,"6900 E Riverside Dr #28, Austin, TX 78741",6900 E Riverside Dr #28,"{'latitude': 30.22271, 'longitude': -97.697739, '__typename': 'HOME_Coordinates'}","$370,000","{'formattedDimension': '1,312 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
39,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin16.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"Parker Station, Austin, TX 78724",Parker Station,"{'latitude': 30.30163, 'longitude': -97.621269, '__typename': 'HOME_Coordinates'}","$599,990+","{'formattedDimension': '2,682 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
0,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78750,"7201 Winecup Holw, Austin, TX 78750",7201 Winecup Holw,"{'latitude': 30.372948, 'longitude': -97.788376, '__typename': 'HOME_Coordinates'}","$699,000","{'formattedDimension': '2,088 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
1,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78729,"8425 Alvin High Ln, Austin, TX 78729",8425 Alvin High Ln,"{'latitude': 30.46179, 'longitude': -97.759941, '__typename': 'HOME_Coordinates'}","$585,990","{'formattedDimension': '1,824 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
2,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"East Parke, Austin, TX 78724",East Parke,"{'latitude': 30.306007, 'longitude': -97.657845, '__typename': 'HOME_Coordinates'}","$567,990+","{'formattedDimension': '2,440 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
3,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78741,"706 Short Kemp St #1, Austin, TX 78741",706 Short Kemp St #1,"{'latitude': 30.23798, 'longitude': -97.696327, '__typename': 'HOME_Coordinates'}","$625,000","{'formattedDimension': '1,536 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
4,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78739,"11100 Readvill Ln, Austin, TX 78739",11100 Readvill Ln,"{'latitude': 30.187021, 'longitude': -97.893196, '__typename': 'HOME_Coordinates'}","$839,000","{'formattedDimension': '2,294 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
5,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78749,"4310 Eskew Dr, Austin, TX 78749",4310 Eskew Dr,"{'latitude': 30.209385, 'longitude': -97.847382, '__typename': 'HOME_Coordinates'}","$692,000","{'formattedDimension': '1,814 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
6,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78727,"1700 Maize Bend Dr, Austin, TX 78727",1700 Maize Bend Dr,"{'latitude': 30.426516, 'longitude': -97.680786, '__typename': 'HOME_Coordinates'}","$783,000","{'formattedDimension': '2,748 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
7,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78754,"11212 Silo Valley Dr, Austin, TX 78754",11212 Silo Valley Dr,"{'latitude': 30.358515, 'longitude': -97.640396, '__typename': 'HOME_Coordinates'}","$561,000","{'formattedDimension': '2,020 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
8,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"6607 Capriola Dr, Austin, TX 78745",6607 Capriola Dr,"{'latitude': 30.202566, 'longitude': -97.798088, '__typename': 'HOME_Coordinates'}","$695,000","{'formattedDimension': '1,874 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
9,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"2938 Sussex Gardens Ln, Austin, TX 78748",2938 Sussex Gardens Ln,"{'latitude': 30.156019, 'longitude': -97.855286, '__typename': 'HOME_Coordinates'}","$810,000","{'formattedDimension': '2,480 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
10,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Del Valle,TX,78617,"13005 Buenos Aires Pkwy, Del Valle, TX 78617",13005 Buenos Aires Pkwy,"{'latitude': 30.166412, 'longitude': -97.620552, '__typename': 'HOME_Coordinates'}","$431,000","{'formattedDimension': '1,397 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
11,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"9269 Vigen Cir, Austin, TX 78748",9269 Vigen Cir,"{'latitude': 30.169586, 'longitude': -97.794937, '__typename': 'HOME_Coordinates'}","$460,000","{'formattedDimension': '1,202 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
12,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78728,"15410 Ecorio Dr, Austin, TX 78728",15410 Ecorio Dr,"{'latitude': 30.458904, 'longitude': -97.687424, '__typename': 'HOME_Coordinates'}","$570,000","{'formattedDimension': '2,174 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
13,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78702,"1016 Willow St, Austin, TX 78702",1016 Willow St,"{'latitude': 30.259495, 'longitude': -97.733627, '__typename': 'HOME_Coordinates'}","$1,400,000","{'formattedDimension': '2,240 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
14,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78739,"7521 Jaborandi Dr, Austin, TX 78739",7521 Jaborandi Dr,"{'latitude': 30.185734, 'longitude': -97.916466, '__typename': 'HOME_Coordinates'}","$1,100,000","{'formattedDimension': '2,854 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
15,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78756,"1700 Ullrich Ave, Austin, TX 78756",1700 Ullrich Ave,"{'latitude': 30.332363, 'longitude': -97.736053, '__typename': 'HOME_Coordinates'}","$745,170","{'formattedDimension': '1,066 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
16,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"5000 Buckskin Pass, Austin, TX 78745",5000 Buckskin Pass,"{'latitude': 30.223173, 'longitude': -97.796181, '__typename': 'HOME_Coordinates'}","$925,000","{'formattedDimension': '1,813 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
17,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78723,"1400 Yorkshire Dr, Austin, TX 78723",1400 Yorkshire Dr,"{'latitude': 30.316051, 'longitude': -97.698174, '__typename': 'HOME_Coordinates'}","$783,000","{'formattedDimension': '1,931 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
18,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78759,"11804 Charing Cross Rd, Austin, TX 78759",11804 Charing Cross Rd,"{'latitude': 30.429447, 'longitude': -97.769264, '__typename': 'HOME_Coordinates'}","$899,000","{'formattedDimension': '2,425 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
19,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78734,"406 San Remo Blvd #1C, Austin, TX 78734",406 San Remo Blvd #1C,"{'latitude': 30.366493, 'longitude': -97.954567, '__typename': 'HOME_Coordinates'}","$620,000","{'formattedDimension': '2,663 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
20,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"9201 Brodie Ln #4602, Austin, TX 78748",9201 Brodie Ln #4602,"{'latitude': 30.193233, 'longitude': -97.843338, '__typename': 'HOME_Coordinates'}","$415,000","{'formattedDimension': '1,334 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
21,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78705,"3111 Tom Green St #109, Austin, TX 78705",3111 Tom Green St #109,"{'latitude': 30.293425, 'longitude': -97.734245, '__typename': 'HOME_Coordinates'}","$330,000","{'formattedDimension': '804 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
22,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78739,"5905 Aylford Ct, Austin, TX 78739",5905 Aylford Ct,"{'latitude': 30.190063, 'longitude': -97.884552, '__typename': 'HOME_Coordinates'}","$1,050,000","{'formattedDimension': '3,482 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
23,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Lakeway,TX,78734,"1228 Challenger, Lakeway, TX 78734",1228 Challenger,"{'latitude': 30.380411, 'longitude': -97.97625, '__typename': 'HOME_Coordinates'}","$1,200,000","{'formattedDimension': '3,984 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
24,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78750,"12113 Missel Thrush Ct, Austin, TX 78750",12113 Missel Thrush Ct,"{'latitude': 30.451506, 'longitude': -97.79969, '__typename': 'HOME_Coordinates'}","$596,000","{'formattedDimension': '1,551 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
25,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78731,"7310 Running Rope, Austin, TX 78731",7310 Running Rope,"{'latitude': 30.361166, 'longitude': -97.759689, '__typename': 'HOME_Coordinates'}","$1,125,000","{'formattedDimension': '2,308 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
26,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78749,"8825 Whiteworth Loop, Austin, TX 78749",8825 Whiteworth Loop,"{'latitude': 30.200918, 'longitude': -97.857712, '__typename': 'HOME_Coordinates'}","$650,000","{'formattedDimension': '2,095 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
27,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"9808 Woodshire Dr, Austin, TX 78748",9808 Woodshire Dr,"{'latitude': 30.177174, 'longitude': -97.82943, '__typename': 'HOME_Coordinates'}","$496,000","{'formattedDimension': '1,766 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
28,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78702,"1602 E 10th St, Austin, TX 78702",1602 E 10th St,"{'latitude': 30.266798, 'longitude': -97.724541, '__typename': 'HOME_Coordinates'}","$815,000","{'formattedDimension': '1,344 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
29,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"12413 Fairfax Ridge Pl, Austin, TX 78738",12413 Fairfax Ridge Pl,"{'latitude': 30.311872, 'longitude': -97.930771, '__typename': 'HOME_Coordinates'}","$1,150,000","{'formattedDimension': '3,080 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
30,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"116 Escavera Cv, Austin, TX 78738",116 Escavera Cv,"{'latitude': 30.333391, 'longitude': -97.99646, '__typename': 'HOME_Coordinates'}","$3,599,000","{'formattedDimension': '5,160 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '6ba', '__typename': 'HOME_FixedBathrooms'}"
31,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"4416 Gillis St #B, Austin, TX 78745",4416 Gillis St #B,"{'latitude': 30.225922, 'longitude': -97.7826, '__typename': 'HOME_Coordinates'}","$600,000","{'formattedDimension': '1,100 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
32,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"5405 Mars Ln, Austin, TX 78724",5405 Mars Ln,"{'latitude': 30.317959, 'longitude': -97.670242, '__typename': 'HOME_Coordinates'}","$621,075","{'formattedDimension': '2,081 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
33,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78722,"2401 Manor Rd #111, Austin, TX 78722",2401 Manor Rd #111,"{'latitude': 30.284473, 'longitude': -97.717102, '__typename': 'HOME_Coordinates'}","$285,000","{'formattedDimension': '820 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
34,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78756,"1510 W North Loop Blvd #512, Austin, TX 78756",1510 W North Loop Blvd #512,"{'latitude': 30.325451, 'longitude': -97.737984, '__typename': 'HOME_Coordinates'}","$315,000","{'formattedDimension': '929 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
35,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78733,"1907 Casa Grande Dr, Austin, TX 78733",1907 Casa Grande Dr,"{'latitude': 30.342857, 'longitude': -97.864273, '__typename': 'HOME_Coordinates'}","$775,000","{'formattedDimension': '1,788 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
36,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"9125 Sweetgum Dr #157, Austin, TX 78748",9125 Sweetgum Dr #157,"{'latitude': 30.178513, 'longitude': -97.816917, '__typename': 'HOME_Coordinates'}","$475,000","{'formattedDimension': '1,422 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
37,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin5.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"152 Briarpatch Ct, Austin, TX 78737",152 Briarpatch Ct,"{'latitude': 30.169085, 'longitude': -97.989296, '__typename': 'HOME_Coordinates'}","$689,000","{'formattedDimension': '2,521 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
