ID,File,city,stateCode,zipCode,fullLocation,partialLocation,coordinates,price,floorSpace,bedrooms,bathrooms
0,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"Messinger Village, Austin, TX 78748",Messinger Village,"{'latitude': 30.169666, 'longitude': -97.81633, '__typename': 'HOME_Coordinates'}","$604,990+","{'formattedDimension': '2,013 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
1,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78727,"8511 Cumbria Ln, Austin, TX 78727",8511 Cumbria Ln,"{'latitude': 30.167301, 'longitude': -97.69487, '__typename': 'HOME_Coordinates'}","$582,406","{'formattedDimension': '2,274 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
2,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"East Parke, Austin, TX 78724",East Parke,"{'latitude': 30.306007, 'longitude': -97.657845, '__typename': 'HOME_Coordinates'}","$556,990+","{'formattedDimension': '2,235 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
3,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"7725 Ellas Inlet Dr, Austin, TX 78744",7725 Ellas Inlet Dr,"{'latitude': 30.148088, 'longitude': -97.710724, '__typename': 'HOME_Coordinates'}","$743,984","{'formattedDimension': '2,981 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
4,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8216 Talferd Trl, Austin, TX 78744",8216 Talferd Trl,"{'latitude': 30.146832, 'longitude': -97.71106, '__typename': 'HOME_Coordinates'}","$511,605","{'formattedDimension': '1,518 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
5,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8400 Cottage Rose Dr, Austin, TX 78744",8400 Cottage Rose Dr,"{'latitude': 30.168226, 'longitude': -97.696472, '__typename': 'HOME_Coordinates'}","$552,279","{'formattedDimension': '1,973 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
6,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8210 Talferd Trl, Austin, TX 78744",8210 Talferd Trl,"{'latitude': 30.147114, 'longitude': -97.711487, '__typename': 'HOME_Coordinates'}","$516,989","{'formattedDimension': '1,623 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
7,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78741,"6814 E Riverside Dr #105, Austin, TX 78741",6814 E Riverside Dr #105,"{'latitude': 30.223162, 'longitude': -97.698662, '__typename': 'HOME_Coordinates'}","$475,000","{'formattedDimension': '1,642 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
8,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78754,"Pioneer Crossing East, Austin, TX 78754",Pioneer Crossing East,"{'latitude': 30.35837, 'longitude': -97.649559, '__typename': 'HOME_Coordinates'}","$568,990+","{'formattedDimension': '1,922 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
9,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78753,"10914 Shawn Lee Cv, Austin, TX 78753",10914 Shawn Lee Cv,"{'latitude': 30.369394, 'longitude': -97.672646, '__typename': 'HOME_Coordinates'}","$418,000","{'formattedDimension': '1,228 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
10,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"Parten: 75ft. lots, Austin, TX 78737",Parten: 75ft. lots,"{'latitude': 30.155323, 'longitude': -97.978096, '__typename': 'HOME_Coordinates'}","$1,010,990+","{'formattedDimension': '3,517 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
11,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"Parker Station, Austin, TX 78724",Parker Station,"{'latitude': 30.30163, 'longitude': -97.621269, '__typename': 'HOME_Coordinates'}","$524,990+","{'formattedDimension': '1,461 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
12,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"Rough Hollow : Grandview Collection at The Vineyards, Austin, TX 78738",Rough Hollow : Grandview Collection at The Vineyards,"{'latitude': 30.349199, 'longitude': -98.014503, '__typename': 'HOME_Coordinates'}","$638,990+","{'formattedDimension': '2,361 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
13,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"Parten: 75ft. lots, Austin, TX 78737",Parten: 75ft. lots,"{'latitude': 30.155323, 'longitude': -97.978096, '__typename': 'HOME_Coordinates'}","$912,990+","{'formattedDimension': '2,659 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
14,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"Skyridge, Austin, TX 78737",Skyridge,"{'latitude': 30.159163, 'longitude': -97.957176, '__typename': 'HOME_Coordinates'}","$940,990+","{'formattedDimension': '3,429 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
15,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"1604 Cattle Cv, Austin, TX 78748",1604 Cattle Cv,"{'latitude': 30.180225, 'longitude': -97.815376, '__typename': 'HOME_Coordinates'}","$514,900","{'formattedDimension': '1,366 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
16,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"Copperstone, Austin, TX 78748",Copperstone,"{'latitude': 30.141251, 'longitude': -97.827065, '__typename': 'HOME_Coordinates'}","$554,990+","{'formattedDimension': '2,279 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
17,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78723,"4806 Tannehill Ln, Austin, TX 78723",4806 Tannehill Ln,"{'latitude': 30.287228, 'longitude': -97.669182, '__typename': 'HOME_Coordinates'}","$689,000","{'formattedDimension': '1,553 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
18,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78705,"205 E 34th St, Austin, TX 78705",205 E 34th St,"{'latitude': 30.297571, 'longitude': -97.734123, '__typename': 'HOME_Coordinates'}","$949,000","{'formattedDimension': '1,218 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
19,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78759,"8600 White Cliff Dr, Austin, TX 78759",8600 White Cliff Dr,"{'latitude': 30.393345, 'longitude': -97.780701, '__typename': 'HOME_Coordinates'}","$3,000,000","{'formattedDimension': '3,213 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
20,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78736,"Vistas of Austin, Austin, TX 78736",Vistas of Austin,"{'latitude': 30.13904, 'longitude': -97.762993, '__typename': 'HOME_Coordinates'}","$530,990+","{'formattedDimension': '1,888 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
21,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78734,"1408 Oak Hurst Rd, Austin, TX 78734",1408 Oak Hurst Rd,"{'latitude': 30.388229, 'longitude': -97.965569, '__typename': 'HOME_Coordinates'}","$895,000","{'formattedDimension': '1,792 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
22,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78705,"2505 San Gabriel St #310, Austin, TX 78705",2505 San Gabriel St #310,"{'latitude': 30.289932, 'longitude': -97.747482, '__typename': 'HOME_Coordinates'}","$459,900","{'formattedDimension': '1,251 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
23,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78723,"51 East, Austin, TX 78723",51 East,"{'latitude': 30.2931, 'longitude': -97.675301, '__typename': 'HOME_Coordinates'}","$662,990+","{'formattedDimension': '1,967 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
24,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78746,"1840 Logans Hollow Dr, Austin, TX 78746",1840 Logans Hollow Dr,"{'latitude': 30.311888, 'longitude': -97.794594, '__typename': 'HOME_Coordinates'}","$3,900,000","{'formattedDimension': '5,725 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '5ba', '__typename': 'HOME_FixedBathrooms'}"
25,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78731,"1907 W 37th St, Austin, TX 78731",1907 W 37th St,"{'latitude': 30.310324, 'longitude': -97.754738, '__typename': 'HOME_Coordinates'}","$935,000","{'formattedDimension': '2,175 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
26,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78723,"Park at 51 East, Austin, TX 78723",Park at 51 East,"{'latitude': 30.293154, 'longitude': -97.670601, '__typename': 'HOME_Coordinates'}","$614,990+","{'formattedDimension': '1,987 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
27,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78741,"2020 Teagle Dr #221C, Austin, TX 78741",2020 Teagle Dr #221C,"{'latitude': 30.22517, 'longitude': -97.739021, '__typename': 'HOME_Coordinates'}","$600,000","{'formattedDimension': '1,616 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
28,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Del Valle,TX,78617,"Stoney Ridge, Del Valle, TX 78617",Stoney Ridge,"{'latitude': 30.1572, 'longitude': -97.638603, '__typename': 'HOME_Coordinates'}","$355,990+","{'formattedDimension': '1,392 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
29,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78747,"5600 Kleberg Trl, Austin, TX 78747",5600 Kleberg Trl,"{'latitude': 30.141674, 'longitude': -97.76915, '__typename': 'HOME_Coordinates'}","$469,000","{'formattedDimension': '2,490 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
30,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78753,"12912 Latchwood Ln, Austin, TX 78753",12912 Latchwood Ln,"{'latitude': 30.399982, 'longitude': -97.648514, '__typename': 'HOME_Coordinates'}","$524,900","{'formattedDimension': '2,356 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
31,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78731,"4900 N Rim Dr, Austin, TX 78731",4900 N Rim Dr,"{'latitude': 30.376802, 'longitude': -97.767883, '__typename': 'HOME_Coordinates'}","$4,500,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
32,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"Easton Park 60s, Austin, TX 78744",Easton Park 60s,"{'latitude': 30.155512, 'longitude': -97.716682, '__typename': 'HOME_Coordinates'}","$679,990+","{'formattedDimension': '2,775 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
33,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78721,"3509 Pennsylvania Ave, Austin, TX 78721",3509 Pennsylvania Ave,"{'latitude': 30.275358, 'longitude': -97.695084, '__typename': 'HOME_Coordinates'}","$370,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
34,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78703,"701 Norwalk Ln, Austin, TX 78703",701 Norwalk Ln,"{'latitude': 30.28229, 'longitude': -97.774902, '__typename': 'HOME_Coordinates'}","$3,700,000","{'formattedDimension': '2,962 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '5ba', '__typename': 'HOME_FixedBathrooms'}"
35,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78721,"3507 Pennsylvania Ave, Austin, TX 78721",3507 Pennsylvania Ave,"{'latitude': 30.275496, 'longitude': -97.695206, '__typename': 'HOME_Coordinates'}","$370,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
36,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"3205 Evanston Ln, Austin, TX 78745",3205 Evanston Ln,"{'latitude': 30.202402, 'longitude': -97.830276, '__typename': 'HOME_Coordinates'}","$499,900","{'formattedDimension': '1,262 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
37,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"15110 Bullace St, Austin, TX 78724",15110 Bullace St,"{'latitude': 30.257498, 'longitude': -97.577766, '__typename': 'HOME_Coordinates'}","$390,000","{'formattedDimension': '1,326 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
38,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78754,"Pioneer Hill, Austin, TX 78754",Pioneer Hill,"{'latitude': 30.35754, 'longitude': -97.66552, '__typename': 'HOME_Coordinates'}","$434,990+","{'formattedDimension': '1,670 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
39,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin17.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"11802 Bracco Dr, Austin, TX 78748",11802 Bracco Dr,"{'latitude': 30.149221, 'longitude': -97.830391, '__typename': 'HOME_Coordinates'}","$440,000","{'formattedDimension': '1,565 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
0,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78758,"1737 Cricket Hollow Dr, Austin, TX 78758",1737 Cricket Hollow Dr,"{'latitude': 30.388121, 'longitude': -97.703949, '__typename': 'HOME_Coordinates'}","$635,000","{'formattedDimension': '1,460 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
1,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78726,"11102 Twisted Elm Dr, Austin, TX 78726",11102 Twisted Elm Dr,"{'latitude': 30.400419, 'longitude': -97.845947, '__typename': 'HOME_Coordinates'}","$849,000","{'formattedDimension': '3,057 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
2,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78754,"Pioneer Hill, Austin, TX 78754",Pioneer Hill,"{'latitude': 30.35754, 'longitude': -97.66552, '__typename': 'HOME_Coordinates'}","$467,990+","{'formattedDimension': '2,110 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
3,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78727,"Address Not Disclosed, Austin, TX 78727",Address Not Disclosed,"{'latitude': 30.43795, 'longitude': -97.695549, '__typename': 'HOME_Coordinates'}","$1,300,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
4,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78753,"12116 Sunderland Dr, Austin, TX 78753",12116 Sunderland Dr,"{'latitude': 30.38615, 'longitude': -97.657784, '__typename': 'HOME_Coordinates'}","$468,500","{'formattedDimension': '1,867 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
5,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78727,"5207 Rambling Range, Austin, TX 78727",5207 Rambling Range,"{'latitude': 30.421404, 'longitude': -97.739128, '__typename': 'HOME_Coordinates'}","$1,699,000","{'formattedDimension': '3,925 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
6,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78733,"2516 Saratoga Dr, Austin, TX 78733",2516 Saratoga Dr,"{'latitude': 30.350161, 'longitude': -97.864944, '__typename': 'HOME_Coordinates'}","$2,350,000","{'formattedDimension': '4,070 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
7,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8208 Talferd Trl, Austin, TX 78744",8208 Talferd Trl,"{'latitude': 30.146851, 'longitude': -97.711891, '__typename': 'HOME_Coordinates'}","$509,588","{'formattedDimension': '1,593 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
8,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8200 Talferd Trl, Austin, TX 78744",8200 Talferd Trl,"{'latitude': 30.153019, 'longitude': -97.712784, '__typename': 'HOME_Coordinates'}","$507,828","{'formattedDimension': '1,593 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
9,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78747,"10225 Pinehurst Dr, Austin, TX 78747",10225 Pinehurst Dr,"{'latitude': 30.147371, 'longitude': -97.784065, '__typename': 'HOME_Coordinates'}","$569,843","{'formattedDimension': '2,514 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
10,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78744,"8204 Talferd Trl, Austin, TX 78744",8204 Talferd Trl,"{'latitude': 30.180334, 'longitude': -97.728325, '__typename': 'HOME_Coordinates'}","$569,394","{'formattedDimension': '2,041 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
11,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78717,"14815 Avery Ranch Blvd #1401, Austin, TX 78717",14815 Avery Ranch Blvd #1401,"{'latitude': 30.496397, 'longitude': -97.777763, '__typename': 'HOME_Coordinates'}","$374,000","{'formattedDimension': '1,090 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '1bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
12,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"126 Double Eagle Dr #126, Austin, TX 78738",126 Double Eagle Dr #126,"{'latitude': 30.354893, 'longitude': -97.989571, '__typename': 'HOME_Coordinates'}","$795,000","{'formattedDimension': '2,258 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
13,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin40.html' mode='r' encoding='UTF-8'>,Austin,TX,78757,"1201 Alguno Rd, Austin, TX 78757",1201 Alguno Rd,"{'latitude': 30.331112, 'longitude': -97.728279, '__typename': 'HOME_Coordinates'}","$2,199,000","{'formattedDimension': '3,031 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
