,longitude,latitude,zipcode,num_bedrooms,num_bathrooms,listing_price,neighborhood,street_address
0,-97.73637,30.30002,78705,1.0,1.0,102.0,University of Texas,302 West 35th Street
1,-97.71377,30.27752,78702,2.0,2.0,179.0,East Downtown,1408 Cedar Avenue
2,-97.7132,30.27614,78702,1.0,1.0,114.0,East Downtown,1301 Cedar Avenue
3,-97.73441,30.26057,78702,1.0,1.0,104.0,East Downtown,1004 East Cesar Chavez Street
4,-97.78422,30.45697,78729,1.0,1.0,39.0,SW Williamson Co.,9508 Newberry Drive
6,-97.76487,30.26034,78704,1.0,1.0,149.0,Zilker,705 Garner Avenue
7,-97.73682,30.23466,78741,1.0,1.0,44.0,East Riverside,1704 Windoak Drive
8,-97.73072,30.26098,78702,2.0,2.0,150.0,East Downtown,205 Attayac Street
9,-97.73988,30.24417,78704,2.0,2.0,200.0,Travis Heights,1103 Reagan Terrace
10,-97.76358,30.38794,78759,2.0,2.0,153.0,,8767 North Capital of Texas Highway
11,-97.73225,30.23614,78741,1.0,1.0,58.0,East Riverside,1804 Crooked Lane
12,-97.76207,30.35123,78731,2.0,2.0,350.0,Northwest Hills,6502 Shadow Valley Drive
13,-97.70749,30.37783,78758,1.0,1.0,35.0,,10204 Oak Hollow Drive
14,-97.75145,30.28588,78705,2.0,2.0,117.0,West Campus,1202 West 22nd Street
15,-97.76995,30.25756,78704,1.0,1.0,88.0,Zilker,1206 Folts Avenue
16,-97.77276,30.26146,78704,1.0,1.0,131.0,Zilker,1135 Barton Hills Drive
17,-97.76368,30.25811,78704,1.0,1.0,299.0,Zilker,900 Ethel Street
18,-97.76619,30.2309,78704,1.0,1.0,129.0,Dawson,3507 South 1st Street
19,-97.76611,30.23644,78704,1.0,1.0,225.0,Galindo,801 Terrell Hill Drive
20,-97.74913,30.24648,78704,1.0,1.0,150.0,South Congress,203 East Milton Street
21,-97.75066,30.313,78731,1.0,1.0,89.0,Rosedale,4006 Ridgelea Drive
22,-97.73183,30.41419,78727,2.0,2.0,280.0,Angus Valley,Covenant United Methodist Church 4410
23,-97.74478,30.29016,78705,2.0,2.0,97.0,West Campus,2508 Rio Grande Street
24,-97.77923,30.24473,78704,1.0,1.0,150.0,South Lamar,Matt's El Rancho 2613
25,-97.76886,30.29033,78703,1.0,1.0,119.0,Tarrytown,2410 Bridle Path
26,-97.75805,30.27678,78703,2.0,2.0,151.0,West Austin,1317 West 10th Street
27,-97.71939,30.29192,78722,1.0,1.0,110.0,Upper Boggy Creek,3414 Hollywood Avenue
28,-97.72491,30.26945,78702,5.0,5.0,297.0,East Downtown,1156 Angelina Street
29,-97.72552,30.25505,78702,3.0,3.0,400.0,Holly,75 Chicon Street
30,-97.74521,30.23872,78704,1.0,1.0,80.0,Travis Heights,2102 Travis Heights Boulevard
31,-97.882,30.33877,78733,1.0,1.0,104.0,,611 Riders Trail
32,-97.77985,30.25023,78704,2.0,2.0,179.0,Zilker,2207 De Verne Street
33,-97.76772,30.25659,78704,4.0,4.0,750.0,Zilker,1209 Garner Avenue
34,-97.74799,30.27672,78701,3.0,3.0,240.0,Downtown,Austin Community College Rio Grande Campus 5930
35,-97.71135,30.27443,78702,3.0,3.0,75.0,MLK & 183,2761 New York Drive
36,-97.72373,30.31106,78751,1.0,1.0,109.0,Hyde Park,4713 Avenue G
38,-97.75896,30.24948,78704,2.0,2.0,182.0,Bouldin Creek,1703 Bouldin Avenue
39,-97.73253,30.26035,78702,2.0,2.0,225.0,East Downtown,104 Waller Street
40,-97.76874,30.28251,78703,3.0,3.0,150.0,Old West Austin,2113 West 10th Street
41,-97.68872,30.30393,78723,3.0,3.0,300.0,Windsor Park,5302 Peacedale Lane
42,-97.71851,30.32395,78752,1.0,1.0,57.0,Highland,5805 Avenue F
43,-97.74188,30.29386,78705,1.0,1.0,81.0,West Campus,2801 Guadalupe Street
44,-97.72618,30.35681,78757,4.0,4.0,329.0,Wooten,2002 Pompton Drive
45,-97.74935,30.24498,78704,2.0,2.0,161.0,Travis Heights,1806 Brackenridge Street
46,-97.77582,30.25433,78704,1.0,1.0,101.0,Zilker,2106 Rundell Place
47,-97.74701,30.24645,78704,2.0,2.0,150.0,Galindo,1602 Newning Avenue
48,-97.72945,30.3027,78751,1.0,1.0,126.0,Hyde Park,4007 Avenue G
49,-97.73148,30.30244,78751,1.0,1.0,60.0,Hyde Park,3823 Avenue F
50,-97.74793,30.27521,78701,3.0,3.0,259.0,Downtown,Pease Elementary School 1106
51,-98.00244,30.24395,78736,3.0,3.0,295.0,,11004 Little Thicket Road
52,-97.73046,30.30215,78751,2.0,2.0,142.0,Hyde Park,3912 Avenue G
53,-97.73037,30.30397,78751,1.0,1.0,126.0,Hyde Park,4100 Avenue F
54,-97.74235,30.30203,78705,1.0,1.0,150.0,University of Texas,720 West 34th Street
55,-97.88915,30.41813,78732,2.0,2.0,121.0,,13909 Panorama Drive
56,-97.78491,30.25288,78704,4.0,4.0,699.0,Barton Hills,2722 Barton Skyway
57,-97.76194,30.2415,78704,1.0,1.0,299.0,Zilker,2408 South 3rd Street
58,-97.79126,30.27767,78746,4.0,4.0,800.0,Rollingwood,433 Brady Lane
59,-97.71233,30.33238,78752,4.0,4.0,271.0,Highland,6817 Miranda Drive
60,-97.77315,30.24106,78704,2.0,2.0,136.0,South Lamar,1409 Summer Creek Drive
61,-97.76703,30.25775,78704,4.0,4.0,750.0,Zilker,1101 Garner Avenue
62,-97.74678,30.24867,78704,1.0,1.0,79.0,Travis Heights,301 Park Lane
63,-97.75608,30.27655,78703,1.0,1.0,175.0,Clarksville,913 Shelley Avenue
64,-97.73069,30.24434,78741,2.0,2.0,165.0,East Riverside,El Tacorrido: Authentic Mexican Taqueria 1701
65,-97.699829,30.263203,78702,3.0,3.0,174.0,Govalle,1100 Gunter Street
66,-97.64397,30.36145,78754,1.0,1.0,29.0,,11020 Boundless Valley Drive
68,-97.7313,30.25753,78702,3.0,3.0,500.0,East Downtown,78 Navasota Street
70,-97.75095,30.24822,78704,3.0,3.0,395.0,East Downtown,107 West Monroe Street
71,-97.72961,30.30289,78751,2.0,2.0,129.0,Hyde Park,4009 Avenue G
72,-97.75628,30.252,78704,2.0,2.0,152.0,Bouldin Creek,1304 South 3rd Street
73,-97.68465,30.30339,78723,3.0,3.0,175.0,Windsor Park,5416 Coventry Lane
74,-97.72874,30.25572,78702,2.0,2.0,239.0,Cesar Chavez,1612 Garden Street
75,-97.75479,30.23254,78704,3.0,3.0,110.0,St. Edwards,St. Edward's University 3001
76,-97.77253,30.25367,78704,2.0,2.0,250.0,Zilker,1801 Bluebonnet Lane
77,-97.76272,30.28332,78703,5.0,5.0,235.0,Clarksville,1721 Palma Plaza
78,-97.70708,30.28032,78702,3.0,3.0,350.0,Rosewood,1705 Clifford Avenue
79,-97.7078,30.36774,78758,3.0,3.0,86.0,,1311 West Rundberg Lane
80,-97.74223,30.22484,78741,4.0,4.0,212.0,St. Edwards,1750 Timber Ridge Road
81,-97.79003,30.19037,78745,3.0,3.0,191.0,West Congress,606 Meadow Lea Drive
82,-97.75756,30.25525,78704,1.0,1.0,138.0,Bouldin Creek,912 Columbus Street
83,-97.7269,30.2733,78702,1.0,1.0,60.0,East Downtown,1204 San Bernard Street
84,-97.77117,30.20943,78745,1.0,1.0,69.0,East Congress,5100 1/2 Wasson Road
85,-97.79621,30.35672,78730,2.0,2.0,350.0,Long Canyon,6001 Shepherd Mountain Cove
86,-97.77901,30.21467,78745,3.0,3.0,600.0,South Manchaca,5007 Aberdeen Drive
87,-97.75562,30.25472,78704,2.0,2.0,400.0,Bouldin Creek,808 Columbus Street
88,-97.70824,30.26772,78702,2.0,2.0,395.0,Rosewood,Eastside Early College High School 901
89,-97.73328,30.26585,78702,5.0,5.0,579.0,East Downtown,601 Brushy Street
90,-97.72968,30.25328,78702,2.0,2.0,694.0,East Downtown,Martin Middle School 1601
91,-97.64966,30.28354,78724,3.0,3.0,187.0,,Agatha Circle Meadows at Trinity Crossing
92,-97.77856,30.25398,78704,3.0,3.0,679.0,Barton Hills,2000 Arthur Lane
93,-97.78973,30.25104,78704,3.0,3.0,500.0,Barton Hills,2934 Kassarine Pass
94,-97.71874,30.26849,78702,3.0,3.0,240.0,East Downtown,1913 Cornell Street
95,-97.74548,30.26843,78701,2.0,2.0,178.0,Downtown,301 West 6th Street
96,-97.73881,30.29905,78705,1.0,1.0,82.0,University of Texas,401 West 33rd Street
97,-97.75472,30.24583,78704,5.0,5.0,499.0,Bouldin Creek,313 West Mary Street
98,-97.74457,30.32619,78756,1.0,1.0,97.0,Allendale,5105 Shoal Creek Boulevard
99,-97.80794,30.30085,78746,3.0,3.0,495.0,Westlake Hills,813 Caravan Circle
100,-97.72579,30.27232,78702,1.0,1.0,64.0,East Downtown,1309 East 12th Street
101,-97.76359,30.44934,78729,2.0,2.0,111.0,,13006 Tantivy Drive
102,-97.58625,30.23911,78725,1.0,1.0,100.0,,14504 Rumfeldt Street
103,-97.65419,30.37019,78754,1.0,1.0,109.0,,East Braker Lane Pioneer Crossing West
104,-97.76641,30.31267,78703,5.0,5.0,275.0,Tarrytown,31 Woodstone Square
105,-97.75262,30.25381,78704,1.0,1.0,102.0,South First,Texas School for the Deaf 1102
106,-97.72379,30.24481,78741,2.0,2.0,250.0,Riverside Heights,Lady Bird Lake Hike and Bike Trail Lakeshore
107,-97.85577,30.20621,78749,4.0,4.0,1750.0,Cherry Creek,4632 Moose Drive
108,-97.73338,30.24026,78741,2.0,2.0,190.0,East Riverside,1705 Taylor Gaines Street
109,-97.76685,30.42035,78759,1.0,1.0,80.0,,11203 Oak View Drive
110,-97.79249,30.25937,78746,1.0,1.0,400.0,Barton Hills,1857 Spyglass Drive
111,-97.72531,30.33061,78757,2.0,2.0,50.0,Brentwood,907 Romeria Drive
112,-97.71338,30.26543,78702,4.0,4.0,750.0,East Downtown,806 Northwestern Avenue
113,-97.75904,30.24623,78704,2.0,2.0,110.0,South First,706 West Johanna Street
114,-97.73147,30.25158,78702,1.0,1.0,125.0,East Downtown,Martin Middle School 1601
115,-97.75228,30.41633,78759,1.0,1.0,40.0,,Austin Travis County
116,-97.68947,30.26895,78721,1.0,1.0,99.0,MLK & 183,1141 Don Ann Street
118,-97.74796,30.27247,78701,2.0,2.0,299.0,Downtown,605 West 9th Street
119,-97.74569,30.24619,78704,3.0,3.0,284.0,Travis Heights,509 East Monroe Street
120,-97.76157,30.2466,78704,2.0,2.0,209.0,Bouldin Creek,2000 Bouldin Avenue
121,-97.71715,30.26448,78702,2.0,2.0,125.0,East Downtown,2301 East 10th Street
122,-97.7449,30.23661,78704,3.0,3.0,534.0,Travis Heights,1100 East Oltorf Street
123,-97.72768,30.30224,78751,2.0,2.0,186.0,Hancock,4014 Duval Street
124,-97.72965,30.27119,78702,2.0,2.0,250.0,East Downtown,1180 Curve Street
125,-97.76212,30.25152,78704,2.0,2.0,643.0,Bouldin Creek,South 7th Street Evergreen Heights
126,-97.72332,30.27871,78702,1.0,1.0,122.0,,1803 Leona Street
127,-97.77631,30.29932,78703,1.0,1.0,75.0,Tarrytown,2106 Schulle Avenue
128,-97.64937,30.33345,78754,1.0,1.0,75.0,,9106 Wellesley Drive
129,-97.74525,30.2398,78704,1.0,1.0,58.0,Travis Heights,2101 Alta Vista Avenue
130,-97.75211,30.24276,78704,4.0,4.0,575.0,South Congress,Ben's Workshop 2109
131,-97.80069,30.34574,78746,2.0,2.0,225.0,,Plaza on the Lake Austin
132,-97.76343,30.24821,78704,1.0,1.0,149.0,Bouldin Creek,1902 South 6th Street
133,-97.73056,30.25884,78702,3.0,3.0,630.0,East Downtown,1401 East Cesar Chavez Street
134,-97.76001,30.28885,78703,2.0,2.0,248.0,Old Enfield,2206 Hartford Road
135,-97.7747,30.22187,78745,1.0,1.0,110.0,South Manchaca,709 West Saint Elmo Road
136,-97.74724,30.24748,78704,3.0,3.0,1000.0,Travis Heights,1513 Drake Avenue
137,-97.77907,30.23928,78704,1.0,1.0,100.0,South Lamar,3206 Aldwyche Drive
138,-97.75393,30.28097,78703,1.0,1.0,97.0,Clarksville,1504 Windsor Road
139,-97.76974,30.3054,78703,3.0,3.0,1050.0,Tarrytown,2621 Pecos Street
140,-97.69464,30.30571,78723,3.0,3.0,300.0,Windsor Park,1807 Running Brook Drive
141,-97.74276,30.28184,78701,2.0,2.0,399.0,Downtown,1808 San Antonio Street
142,-97.76854,30.25478,78704,2.0,2.0,185.0,Zilker,1503 Garner Avenue
143,-97.72007,30.3124,78751,1.0,1.0,92.0,Hancock,507 East 50th Street
144,-97.76695,30.22971,78704,2.0,2.0,800.0,Dawson,Galindo Austin
145,-97.74547,30.31744,78756,2.0,2.0,625.0,Allendale,2501 West 45th Street
146,-97.77582,30.25433,78704,1.0,1.0,73.0,Zilker,2106 Rundell Place
147,-97.77202,30.25795,78704,5.0,5.0,943.0,Zilker,1303 Azie Morton Road
148,-97.75301,30.27371,78703,1.0,1.0,225.0,Old West Austin,724 North Lamar Boulevard
149,-97.92007,30.39243,78734,1.0,1.0,210.0,,3721 Copper Ridge Court
150,-97.76978,30.25954,78704,3.0,3.0,334.0,Zilker,2003 Dexter Street
151,-97.73425,30.25917,78702,3.0,3.0,421.0,East Downtown,1011 Willow Street
152,-97.72278,30.30651,78751,2.0,2.0,268.0,Hancock,610 East 45th Street
153,-97.68447,30.26309,78721,3.0,3.0,164.0,MLK & 183,1113 Mahan Drive
154,-97.72797,30.3068,78751,1.0,1.0,106.0,Hyde Park,4313 Avenue F
155,-97.77147,30.30549,78703,4.0,4.0,2150.0,Tarrytown,3307 River Road
156,-97.75181,30.25858,78704,2.0,2.0,650.0,South First,Town Lake Center 721
157,-97.74359,30.2538,78704,2.0,2.0,418.0,Travis Heights,400 East Riverside Drive
158,-97.76343,30.24699,78704,1.0,1.0,88.0,Bouldin Creek,1004 Brodie Street
159,-97.756,30.25909,78704,1.0,1.0,150.0,Bouldin Creek,1009 Daniel Drive
160,-97.7522,30.23899,78704,1.0,1.0,47.0,South Congress,2301 South Congress Avenue
161,-97.68182,30.295,78723,3.0,3.0,239.0,Mueller,5006 Pecan Springs Road
162,-97.75371,30.241,78704,2.0,2.0,94.0,South Congress,2215 Lindell Avenue
163,-97.76135,30.33875,78731,3.0,3.0,695.0,South Congress,5606 Ridge Oak Drive
164,-97.77566,30.26139,78704,1.0,1.0,104.0,Barton Hills,1307 Barton Hills Drive
165,-97.74894,30.27241,78701,1.0,1.0,82.0,Downtown,804 Rio Grande Street
166,-97.71573,30.26529,78702,2.0,2.0,200.0,East Downtown,2408 East 10th Street
167,-97.79728,30.29948,78746,4.0,4.0,343.0,Westlake Hills,1509 Wildcat Hollow
168,-97.731,30.3239,78756,2.0,2.0,113.0,Brentwood,5407 Sunshine Drive
169,-97.75195,30.258,78704,1.0,1.0,45.0,South First,Town Lake Center 721
171,-97.74596,30.25282,78704,2.0,2.0,299.0,South Congress,210 Le Grande Avenue
172,-97.8616,30.34253,78733,3.0,3.0,259.0,,2100 Mecca Road
173,-97.81729,30.20976,78745,2.0,2.0,250.0,,6810 Deatonhill Drive
174,-97.73449,30.29961,78705,1.0,1.0,121.0,University of Texas,3500 Speedway
175,-97.74362,30.27936,78701,1.0,1.0,105.0,Downtown,Guadalupe Garage San Antonio Street
176,-97.73739,30.34024,78757,2.0,2.0,125.0,Brentwood,6508 Laird Drive
177,-97.76328,30.2619,78704,1.0,1.0,99.0,Zilker,1610 Virginia Avenue
178,-97.74502,30.24852,78704,3.0,3.0,255.0,Travis Heights,1409 Newning Avenue
179,-97.71954,30.27514,78702,1.0,1.0,100.0,East Downtown,1906 East 13th Street
180,-97.786,30.2478,78704,3.0,3.0,371.0,Barton Hills,2807 Oak Park Drive
181,-97.79371,30.25289,78704,1.0,1.0,55.0,Barton Hills,2609 Barton Hills Drive
182,-97.76377,30.25881,78704,1.0,1.0,101.0,Zilker,803 Kinney Avenue
183,-97.76627,30.24546,78704,1.0,1.0,100.0,Bouldin Creek,2304 Perry Avenue
184,-97.75394,30.24373,78704,3.0,3.0,797.0,South Congress,2020 Condominiums Crockett Street
185,-97.7331,30.35992,78757,1.0,1.0,75.0,North Shoal Creek,2507 Ashdale Drive
186,-97.7971,30.20451,78745,3.0,3.0,191.0,West Congress,6403 Capriola Drive
187,-97.67689,30.30308,78723,2.0,2.0,83.0,Pecan Spings,Pecan Springs Elementary 3100
188,-97.76119,30.24492,78704,1.0,1.0,117.0,Bouldin Creek,2206 South 3rd Street
189,-97.71398,30.29991,78722,1.0,1.0,70.0,Upper Boggy Creek,1302 Crestwood Road
190,-97.71979,30.29087,78722,1.0,1.0,55.0,Cherrywood,3311 Hollywood Avenue
191,-97.75258,30.28714,78705,1.0,1.0,65.0,West Campus,2301 Shoal Creek Boulevard
192,-97.71989,30.27191,78702,2.0,2.0,159.0,East Downtown,1800 Pennsylvania Avenue
193,-97.71702,30.28273,78722,2.0,2.0,191.0,Upper Boggy Creek,2100 Maple Avenue
194,-97.76115,30.36089,78731,5.0,5.0,3000.0,Northwest Hills,7301 Running Rope
195,-97.77104,30.28264,78703,2.0,2.0,107.0,West Austin,2311 West 9th Street
196,-97.75098,30.27808,78703,1.0,1.0,190.0,,1300 North Lamar Boulevard
197,-98.00722,30.22072,78737,1.0,1.0,125.0,,13066 Shoshoni Trail
198,-97.73897,30.25084,78704,4.0,4.0,522.0,Travis Heights,812 Edgecliff Terrace
199,-97.73968,30.2438,78704,1.0,1.0,102.0,Travis Heights,1106 Mission Ridge
200,-97.75095,30.27508,78701,2.0,2.0,899.0,Downtown,825 West 11th Street
201,-97.73007,30.25699,78702,2.0,2.0,300.0,East Downtown,1505 Canterbury Street
202,-97.77303,30.25278,78704,2.0,2.0,139.0,Zilker,1903 Bluebonnet Lane
203,-97.72924,30.33529,78757,2.0,2.0,160.0,Galindo,1315 Payne Avenue
204,-97.75165,30.26869,78703,2.0,2.0,493.0,Downtown,Shoal Creek Trail Seaholm
205,-97.85608,30.34998,78733,1.0,1.0,82.0,,2912 Padina Drive
206,-97.77864,30.24831,78704,3.0,3.0,650.0,Zilker,2100 Montclaire Street
207,-97.75664,30.24706,78704,2.0,2.0,359.0,South First,606 West Mary Street
208,-97.74113,30.27089,78701,1.0,1.0,170.0,Downtown,Millett Opera House 110
209,-97.80159,30.15374,78748,1.0,1.0,66.0,,205 1/2 Camperdown Elm Drive
210,-97.80261,30.15391,78748,1.0,1.0,49.0,,213 Camperdown Elm Drive
211,-97.79612,30.27294,78746,3.0,3.0,2000.0,Rollingwood,4 Peak Road South
212,-97.75612,30.2803,78703,4.0,4.0,820.0,Clarksville,1404 West 13th Street
214,-97.76011,30.3513,78731,3.0,3.0,275.0,Northwest Hills,6307 Shadow Valley Drive
215,-97.75171,30.23537,78704,1.0,1.0,55.0,St. Edwards,506 Long Bow Lane
216,-97.74225,30.24313,78704,2.0,2.0,545.0,Travis Heights,1705 Travis Heights Boulevard
217,-97.74658,30.25689,78704,1.0,1.0,250.0,South Congress,New World Liquor East Riverside Drive
218,-97.75381,30.31268,78731,3.0,3.0,185.0,Rosedale,1904 West 39th Street
219,-97.78186,30.19411,78745,1.0,1.0,400.0,West Congress,207 West William Cannon Drive
220,-97.75971,30.28065,78703,1.0,1.0,225.0,Clarksville,1612 West 12th Street
221,-97.74446,30.37102,78759,3.0,3.0,1250.0,Balcones Civic Association,8311 Summer Side Drive
222,-97.74167,30.2991,78705,3.0,3.0,228.0,University of Texas,609 West 32nd Street
223,-97.7384,30.24758,78704,2.0,2.0,286.0,Travis Heights,1015 Avondale Road
224,-97.76556,30.2307,78704,1.0,1.0,300.0,Dawson,Alpine Village 412
225,-97.76233,30.23573,78704,3.0,3.0,308.0,Dawson,514 Sacramento Drive
226,-97.72823,30.24618,78741,1.0,1.0,175.0,Riverside Heights,Lady Bird Lake Hike and Bike Trail - Boardwalk Sunnydale
227,-97.74713,30.24654,78704,1.0,1.0,187.0,Travis Heights,405 East Monroe Street
228,-97.77596,30.28243,78703,4.0,4.0,2250.0,West Austin,7-Eleven West 7th Street
229,-97.69897,30.26444,78702,2.0,2.0,132.0,Govalle,1108 Gunter Street
230,-97.77914,30.24187,78704,1.0,1.0,233.0,South Lamar,2000 Cody Court
231,-97.91422,30.39968,78734,3.0,3.0,1100.0,,14622 Agarita Road
232,-97.78022,30.23305,78704,3.0,3.0,500.0,South Lamar,3805 Clawson Road
233,-97.76325,30.24103,78704,2.0,2.0,75.0,Galindo,San Juan Diego HS Herndon Lane
234,-97.65128,30.33652,78754,1.0,1.0,99.0,,9315 Springdale Road
235,-97.72945,30.24538,78741,1.0,1.0,185.0,East Riverside,AMLI South Shore Lady Bird Lake Hike and Bike Trail
236,-97.704,30.29409,78723,3.0,3.0,219.0,Mueller,2045 Zach Scott Street
237,-97.72465,30.25267,78702,3.0,3.0,120.0,Holly,2005 Holly Street
238,-97.7892,30.29727,78746,3.0,3.0,5343.0,Westlake Hills,1708 Lakeshore Drive
239,-97.76486,30.238,78704,2.0,2.0,700.0,Galindo,2801 Oak Crest Avenue
240,-97.72917,30.25275,78702,3.0,3.0,449.0,East Downtown,Martin Middle School 1601
241,-97.72846,30.27221,78702,5.0,5.0,779.0,East Downtown,1107 East 12th Street
242,-97.97659,30.32518,78738,4.0,4.0,1200.0,,4104 Peak Lookout Drive
243,-97.78813,30.18722,78745,3.0,3.0,375.0,West Congress,7402 Shadywood Drive
244,-97.72443,30.41276,78759,1.0,1.0,70.0,,11926 Dorsett Road
245,-97.72955,30.31197,78751,4.0,4.0,235.0,Hyde Park,4601 Avenue B
246,-97.69632,30.19538,78744,3.0,3.0,157.0,McKinney,7512 Cedar Edge Drive
247,-97.77017,30.25909,78704,2.0,2.0,402.0,Zilker,1106 Bluebonnet Lane
248,-97.75703,30.28026,78703,2.0,2.0,165.0,Clarksville,1210 Marshall Lane
249,-97.72862,30.2702,78702,3.0,3.0,600.0,East Downtown,1164 Waller Street
250,-97.72593,30.36084,78757,4.0,4.0,303.0,Wooten,2114 Lanier Drive
251,-97.74724,30.26836,78701,1.0,1.0,200.0,Downtown,420 West 5th Street
252,-97.78277,30.24852,78704,4.0,4.0,1000.0,Barton Hills,2404 Elmglen Drive
253,-97.75752,30.27805,78703,4.0,4.0,696.0,Old West Austin,1003 Maufrais Street
254,-97.77349,30.29624,78703,4.0,4.0,1999.0,Tarrytown,1906 Hopi Trail
255,-97.81559,30.21366,78745,1.0,1.0,106.0,,2804 Bushnell Drive
256,-97.73869,30.32255,78756,2.0,2.0,240.0,Brentwood,1418 West 51st Street
257,-97.78495,30.22437,78745,1.0,1.0,100.0,South Manchaca,1413 Redd Street
258,-97.71977,30.28554,78722,3.0,3.0,350.0,Upper Boggy Creek,2903 French Place
259,-97.7099,30.23746,78741,1.0,1.0,265.0,Pleasant Valley,Riverside Golf Course 1020
260,-97.74169,30.24369,78704,4.0,4.0,3000.0,Travis Heights,1611 Travis Heights Boulevard
261,-97.76318,30.24784,78704,2.0,2.0,431.0,Bouldin Creek,1008 West Johanna Street
262,-97.68127,30.32713,78752,1.0,1.0,125.0,St. Johns,7598 Hemmingway
263,-97.76422,30.2359,78704,2.0,2.0,199.0,Galindo,604 Terrell Hill Drive
265,-97.7486,30.27485,78701,3.0,3.0,260.0,Downtown,705 1/2 West 11th Street
266,-97.7293,30.30263,78751,1.0,1.0,102.0,Hyde Park,4007 Avenue G
267,-97.77458,30.2545,78704,7.0,7.0,948.0,Zilker,1801 Ann Arbor Avenue
268,-97.77623,30.2402,78704,2.0,2.0,195.0,South Lamar,1612 Roberts Avenue
269,-97.82678,30.44262,78726,5.0,5.0,228.0,Rosedale,11403 Hare Trail
270,-97.77877,30.24565,78704,1.0,1.0,60.0,Barton Hills,2605 South Lamar Boulevard
271,-97.7704,30.25222,78704,2.0,2.0,151.0,Zilker,1706 Bauerle Avenue
272,-97.72015,30.26379,78702,2.0,2.0,225.0,East Downtown,810 Lincoln Street
273,-97.77819,30.25211,78704,3.0,3.0,320.0,Zilker,2109 Rabb Road
274,-97.7485,30.26986,78701,2.0,2.0,135.0,Downtown,600 West 6th Street
275,-97.74462,30.33229,78756,1.0,1.0,85.0,Allendale,5604 Woodview Avenue
276,-97.77982,30.2499,78704,1.0,1.0,93.0,Zilker,2205 De Verne Street
277,-97.71919,30.27787,78702,2.0,2.0,500.0,East Downtown,2003 East 17th Street
278,-97.75126,30.32095,78731,1.0,1.0,98.0,Allendale,4600 Oakmont Boulevard
279,-97.72466,30.27188,78702,1.0,1.0,75.0,East Downtown,1400 Cotton Street
280,-97.7484,30.24563,78704,1.0,1.0,149.0,Travis Heights,1711 Brackenridge Street
281,-97.72403,30.25233,78702,1.0,1.0,144.0,Holly,2015 Holly Street
282,-97.78249,30.25259,78704,3.0,3.0,750.0,Barton Hills,2108 Barton Parkway
283,-97.77108,30.24759,78704,1.0,1.0,141.0,South Lamar,2115 South Lamar Boulevard
284,-97.72013,30.25264,78702,4.0,4.0,269.0,Holly,2302 Garden Street
285,-97.75288,30.23419,78704,1.0,1.0,45.0,St. Edwards,2616 Sherwood Lane
286,-97.70628,30.28209,78702,4.0,4.0,600.0,Rosewood,2931 East Martin Luther King Jr Boulevard
287,-97.70521,30.2917,78723,3.0,3.0,775.0,Mueller,4004 Camacho Street
288,-97.7233,30.25878,78702,5.0,5.0,593.0,East Downtown,301 Chicon Street
289,-97.74395,30.24472,78704,5.0,5.0,495.0,Travis Heights,1611 Alameda Drive
290,-97.76355,30.26227,78704,1.0,1.0,150.0,Zilker,503 Cater Drive
291,-97.74285,30.30073,78705,1.0,1.0,375.0,University of Texas,3205 West Avenue
292,-97.71609,30.26582,78702,2.0,2.0,300.0,East Downtown,2407 East 11th Street
293,-97.73167,30.25526,78702,2.0,2.0,425.0,East Downtown,1407 Holly Street
294,-97.71967,30.3614,78757,1.0,1.0,73.0,Wooten,8504 Contour Drive
295,-97.73999,30.26584,78701,3.0,3.0,265.0,Downtown,Courtyard Austin Downtown/Convention Center Trinity Street
297,-97.77935,30.23656,78704,3.0,3.0,169.0,South Lamar,3402 Clawson Road
298,-97.66868,30.39562,78753,1.0,1.0,164.0,Copperfield,305 East Yager Lane
299,-97.68606,30.37784,78753,2.0,2.0,400.0,,MT Supermarket 10901
300,-97.86482,30.22547,78749,1.0,1.0,5021.0,South Congress,5914 Charles Schreiner Trail
301,-97.76189,30.27617,78703,2.0,2.0,800.0,Old West Austin,610 West Lynn Street
302,-97.73406,30.25354,78702,2.0,2.0,250.0,East Downtown,21 Waller Street
303,-97.78312,30.23581,78704,1.0,1.0,77.0,South Lamar,3724 Valley View Road
304,-97.74351,30.24605,78704,1.0,1.0,300.0,Travis Heights,1503 Sunset Lane
305,-97.75649,30.27887,78703,1.0,1.0,280.0,Clarksville,1311 West 12th Street
306,-97.7388,30.24285,78704,2.0,2.0,650.0,Travis Heights,1601 Chelsea Lane
307,-97.72821,30.3019,78751,1.0,1.0,120.0,Hyde Park,4004 Duval Street
308,-97.74925,30.27438,78701,1.0,1.0,148.0,Downtown,1000 West Avenue
309,-97.7552,30.45601,78729,1.0,1.0,74.0,,13421 Moscow Trail
310,-97.73328,30.24509,78741,3.0,3.0,282.0,East Riverside,1508 Lupine Lane
311,-97.72185,30.32034,78751,1.0,1.0,165.0,North Loop,108 Nelray Boulevard
312,-97.80862,30.19679,78745,2.0,2.0,500.0,,Strickland Christian School 7415
313,-97.76001,30.27889,78703,2.0,2.0,1000.0,Old West Austin,919 West Lynn Street
314,-97.67033,30.38216,78753,3.0,3.0,225.0,Copperfield,11530 Spring Hill Drive
315,-97.73494,30.29738,78705,1.0,1.0,99.0,University of Texas,3301 Speedway
316,-97.74062,30.26528,78701,1.0,1.0,200.0,Downtown,305 East 4th Street
