,street_address,zipcode,latitude,longitude,num_bedrooms,num_bathrooms,rent_price,sqft,type,URL
143,3206 Locke Ln,78704,,,3.0,2.0,3570.0,1648.0, SingleFamily,https://www.zillow.com/homedetails/3206-Locke-Ln-Austin-TX-78704/29476796_zpid/
145,2801 Rio Grande St APT 102,78705,,,2.0,2.0,1850.0,816.0, Apartment,https://www.zillow.com/homedetails/2801-Rio-Grande-St-APT-102-Austin-TX-78705/29395573_zpid/
147,7602 Darby Swank Vw,78744,,,3.0,2.5,2750.0,1771.0, SingleFamily,https://www.zillow.com/homedetails/7602-Darby-Swank-Vw-Austin-TX-78744/2068967518_zpid/
148,1818 W 11th St #A,78703,,,2.0,1.0,2795.0,900.0, Apartment,https://www.zillow.com/homedetails/1818-W-11th-St-A-Austin-TX-78703/2063438014_zpid/
150,3405 Kissman Dr,78728,,,3.0,2.5,2800.0,2062.0, SingleFamily,https://www.zillow.com/homedetails/3405-Kissman-Dr-Austin-TX-78728/29454171_zpid/
153,4611 Unity Cir,78731,,,3.0,3.5,5950.0,2931.0, Townhouse,https://www.zillow.com/homedetails/4611-Unity-Cir-Austin-TX-78731/2070971257_zpid/
157,11920 Meadowfire Dr,78758,,,3.0,2.0,3000.0,1769.0, SingleFamily,https://www.zillow.com/homedetails/11920-Meadowfire-Dr-Austin-TX-78758/29437444_zpid/
158,2807 E 22nd St #B,78722,,,4.0,3.5,3900.0,1732.0, MultiFamily,https://www.zillow.com/homedetails/2807-E-22nd-St-B-Austin-TX-78722/2119407758_zpid/
159,12302 Burr Ridge Dr #A,78729,,,2.0,1.0,1800.0,1000.0, Apartment,https://www.zillow.com/homedetails/12302-Burr-Ridge-Dr-A-Austin-TX-78729/2064177480_zpid/
163,11607 Bell Ave,78759,,,4.0,3.0,4500.0,2600.0, SingleFamily,https://www.zillow.com/homedetails/11607-Bell-Ave-Austin-TX-78759/29367314_zpid/
165,5417 Gooding Dr,78744,,,3.0,2.0,2195.0,1462.0, SingleFamily,https://www.zillow.com/homedetails/5417-Gooding-Dr-Austin-TX-78744/145551619_zpid/
166,10604 Topperwein Dr #B,78758,,,2.0,1.0,1695.0,1120.0, Apartment,https://www.zillow.com/homedetails/10604-Topperwein-Dr-B-Austin-TX-78758/2126967399_zpid/
167,5800 W Gate Blvd #B,78745,,,3.0,2.0,2100.0,1740.0, Townhouse,https://www.zillow.com/homedetails/5800-W-Gate-Blvd-B-Austin-TX-78745/2131398599_zpid/
170,4007 Beaconsdale Dr,78727,,,3.0,2.0,6000.0,2000.0, SingleFamily,https://www.zillow.com/homedetails/4007-Beaconsdale-Dr-Austin-TX-78727/58307303_zpid/
173,1608 Sunterro,78727,,,4.0,2.5,2795.0,2387.0, SingleFamily,https://www.zillow.com/homedetails/1608-Sunterro-Austin-TX-78727/58307190_zpid/
174,2606 Salado St APT 302,78705,,,4.0,3.0,3395.0,1500.0, Townhouse,https://www.zillow.com/homedetails/2606-Salado-St-APT-302-Austin-TX-78705/2088535189_zpid/
176,5708 Spoke Ct,78744,,,2.0,1.5,1800.0,992.0, Townhouse,https://www.zillow.com/homedetails/5708-Spoke-Ct-Austin-TX-78744/29500217_zpid/
180,2602 E 6th St UNIT 2,78702,,,2.0,2.0,3399.0,1000.0, Apartment,https://www.zillow.com/homedetails/2602-E-6th-St-UNIT-2-Austin-TX-78702/305430484_zpid/
182,1906 Casa Grande Dr #A,78733,,,2.0,1.0,3500.0,1300.0, Townhouse,https://www.zillow.com/homedetails/1906-Casa-Grande-Dr-A-Austin-TX-78733/2063538859_zpid/
183,5614 Clay Ave #1,78756,,,3.0,2.0,4250.0,1500.0, Apartment,https://www.zillow.com/homedetails/5614-Clay-Ave-1-Austin-TX-78756/305431166_zpid/
184,(Undisclosed Address),78730,,,4.0,3.0,20000.0,3800.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78730/29343580_zpid/
185,2328B Hartford Rd #B,78703,,,2.0,1.0,2250.0,1400.0, Apartment,https://www.zillow.com/homedetails/2328B-Hartford-Rd-B-Austin-TX-78703/2076717395_zpid/
188,4405 Jackson Ave #3101,78731,,,2.0,2.0,3700.0,1400.0, Condo,https://www.zillow.com/homedetails/4405-Jackson-Ave-3101-Austin-TX-78731/337142888_zpid/
189,3005 Matador Dr #A,78741,,,2.0,1.0,2595.0,790.0, Townhouse,https://www.zillow.com/homedetails/3005-Matador-Dr-A-Austin-TX-78741/2063455940_zpid/
190,11611 Buttonwood Dr,78759,,,3.0,2.0,2700.0,2388.0, SingleFamily,https://www.zillow.com/homedetails/11611-Buttonwood-Dr-Austin-TX-78759/29369289_zpid/
191,5401 Porsche Ln,78749,,,4.0,2.0,3500.0,2086.0, SingleFamily,https://www.zillow.com/homedetails/5401-Porsche-Ln-Austin-TX-78749/29478877_zpid/
192,9305 Bentley Garner Ln,78748,,,3.0,2.0,2500.0,1600.0, SingleFamily,https://www.zillow.com/homedetails/9305-Bentley-Garner-Ln-Austin-TX-78748/119617598_zpid/
194,1047 Broadview St,78723,,,2.0,1.0,2000.0,840.0, SingleFamily,https://www.zillow.com/homedetails/1047-Broadview-St-Austin-TX-78723/29409776_zpid/
198,2100 Holly St #B,78702,,,2.0,2.5,3099.0,1150.0, Apartment,https://www.zillow.com/homedetails/2100-Holly-St-B-Austin-TX-78702/89551283_zpid/
199,5808 Baythorne Dr,78747,,,3.0,3.0,2700.0,1961.0, SingleFamily,https://www.zillow.com/homedetails/5808-Baythorne-Dr-Austin-TX-78747/241930985_zpid/
200,2209 Garden St,78702,,,3.0,2.0,5700.0,1600.0, SingleFamily,https://www.zillow.com/homedetails/2209-Garden-St-Austin-TX-78702/29382330_zpid/
203,8601 Dandelion Trl,78745,,,4.0,2.5,2500.0,1931.0, SingleFamily,https://www.zillow.com/homedetails/8601-Dandelion-Trl-Austin-TX-78745/29501471_zpid/
204,8405 Red Willow Dr,78736,,,3.0,2.5,2895.0,1918.0, SingleFamily,https://www.zillow.com/homedetails/8405-Red-Willow-Dr-Austin-TX-78736/29477752_zpid/
206,2725 Dulce Ln UNIT 234,78704,,,1.0,1.0,2400.0,945.0, Apartment,https://www.zillow.com/homedetails/2725-Dulce-Ln-UNIT-234-Austin-TX-78704/124835894_zpid/
208,3200 Montopolis Dr,78744,,,2.0,2.0,1418.0,902.0, Townhouse,https://www.zillow.com/homedetails/3200-Montopolis-Dr-Austin-TX-78744/125806604_zpid/
209,1504 Pasadena Dr,78757,,,2.0,1.0,3000.0,1100.0, SingleFamily,https://www.zillow.com/homedetails/1504-Pasadena-Dr-Austin-TX-78757/29419031_zpid/
210,2720 Oak Springs Dr,78702,,,3.0,2.5,3200.0,1444.0, SingleFamily,https://www.zillow.com/homedetails/2720-Oak-Springs-Dr-Austin-TX-78702/29388665_zpid/
213,6228 Ronee Leah Dr,78724,,,3.0,2.0,2200.0,1511.0, SingleFamily,https://www.zillow.com/homedetails/6228-Ronee-Leah-Dr-Austin-TX-78724/2071554043_zpid/
214,11004 Charger Way,78724,,,3.0,2.0,2545.0,2021.0, SingleFamily,https://www.zillow.com/homedetails/11004-Charger-Way-Austin-TX-78724/2076687406_zpid/
215,1309 Hazleton Cv,78753,,,4.0,2.5,2450.0,2450.0, SingleFamily,https://www.zillow.com/homedetails/1309-Hazleton-Cv-Austin-TX-78753/331621651_zpid/
217,9913 Jasmine Creek Dr,78726,,,5.0,3.0,3650.0,3050.0, SingleFamily,https://www.zillow.com/homedetails/9913-Jasmine-Creek-Dr-Austin-TX-78726/29375000_zpid/
218,13230 Dime Box Trl,78729,,,4.0,2.5,2800.0,2222.0, SingleFamily,https://www.zillow.com/homedetails/13230-Dime-Box-Trl-Austin-TX-78729/2065681396_zpid/
219,4703 Saloma Pl,78749,,,3.0,3.0,2600.0,1543.0, SingleFamily,https://www.zillow.com/homedetails/4703-Saloma-Pl-Austin-TX-78749/29490992_zpid/
221,3301 Breckenridge Dr,78744,,,3.0,2.0,2600.0,1626.0, SingleFamily,https://www.zillow.com/homedetails/3301-Breckenridge-Dr-Austin-TX-78744/305433374_zpid/
222,2510 San Gabriel St APT 303,78705,,,4.0,2.0,2800.0,1043.0, Condo,https://www.zillow.com/homedetails/2510-San-Gabriel-St-APT-303-Austin-TX-78705/29393639_zpid/
223,1311 Fort Branch Blvd,78721,,,3.0,3.0,4000.0,2154.0, SingleFamily,https://www.zillow.com/homedetails/1311-Fort-Branch-Blvd-Austin-TX-78721/29390339_zpid/
224,703 Brownlee Cir #A,78703,,,2.0,1.0,4000.0,1250.0, Apartment,https://www.zillow.com/homedetails/703-Brownlee-Cir-A-Austin-TX-78703/2065571136_zpid/
225,5701 Kleberg Trl,78747,,,3.0,2.0,2300.0,1646.0, SingleFamily,https://www.zillow.com/homedetails/5701-Kleberg-Trl-Austin-TX-78747/80106490_zpid/
228,1403 Norwalk Ln APT 110,78703,,,2.0,2.0,1995.0,975.0, Apartment,https://www.zillow.com/homedetails/1403-Norwalk-Ln-APT-110-Austin-TX-78703/2071989157_zpid/
229,(Undisclosed Address),78704,,,4.0,3.0,10000.0,2800.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78704/29321987_zpid/
230,712 E Dean Keeton St APT A,78705,,,2.0,1.0,2400.0,1200.0, Apartment,https://www.zillow.com/homedetails/712-E-Dean-Keeton-St-APT-A-Austin-TX-78705/2081030068_zpid/
232,10709 Dimitrios Dr,78747,,,3.0,2.0,2350.0,1362.0, SingleFamily,https://www.zillow.com/homedetails/10709-Dimitrios-Dr-Austin-TX-78747/305429076_zpid/
233,14001 Avery Ranch Blvd UNIT 2604,78717,,,4.0,2.5,2450.0,2002.0, Condo,https://www.zillow.com/homedetails/14001-Avery-Ranch-Blvd-UNIT-2604-Austin-TX-78717/116081619_zpid/
234,1108 Baylor St,78703,,,2.0,2.0,1995.0,1400.0, SingleFamily,https://www.zillow.com/homedetails/1108-Baylor-St-Austin-TX-78703/2092596529_zpid/
241,1104 Baylor St,78703,,,2.0,1.0,2275.0,1200.0, SingleFamily,https://www.zillow.com/homedetails/1104-Baylor-St-Austin-TX-78703/29327652_zpid/
243,11118 Wandering Way #B,78754,,,2.0,2.0,3200.0,1944.0, MultiFamily,https://www.zillow.com/homedetails/11118-Wandering-Way-B-Austin-TX-78754/2063453380_zpid/
245,8405 Romney Rd,78748,,,4.0,2.0,2700.0,1262.0, SingleFamily,https://www.zillow.com/homedetails/8405-Romney-Rd-Austin-TX-78748/29508535_zpid/
247,1502 Bouldin Ave,78704,,,2.0,1.0,3500.0,1050.0, SingleFamily,https://www.zillow.com/homedetails/1502-Bouldin-Ave-Austin-TX-78704/29321964_zpid/
249,15017 Iveans Way,78717,,,4.0,3.5,3750.0,2939.0, SingleFamily,https://www.zillow.com/homedetails/15017-Iveans-Way-Austin-TX-78717/124151584_zpid/
250,3417 Willowrun Dr APT B,78704,,,2.0,1.0,1949.0,811.0, Apartment,https://www.zillow.com/homedetails/3417-Willowrun-Dr-APT-B-Austin-TX-78704/305433883_zpid/
252,5101 E 51st St,78723,,,1.0,1.0,1670.0,730.0, Apartment,https://www.zillow.com/homedetails/5101-E-51st-St-Austin-TX-78723/2066770737_zpid/
253,15404 Belfin Dr,78717,,,5.0,4.0,3926.0,4200.0, SingleFamily,https://www.zillow.com/homedetails/15404-Belfin-Dr-Austin-TX-78717/88021676_zpid/
254,13431 Athens Trl,78729,,,3.0,2.5,2400.0,1720.0, SingleFamily,https://www.zillow.com/homedetails/13431-Athens-Trl-Austin-TX-78729/29595472_zpid/
255,1205 Short Hackberry St,78702,,,3.0,2.5,7000.0,2223.0, SingleFamily,https://www.zillow.com/homedetails/1205-Short-Hackberry-St-Austin-TX-78702/29386742_zpid/
258,10725 Domain Dr FLOOR 3-ID15,78758,,,1.0,1.0,3320.0,758.0, Apartment,https://www.zillow.com/homedetails/10725-Domain-Dr-FLOOR-3-ID15-Austin-TX-78758/2067968040_zpid/
259,1119 Mission Rdg,78704,,,3.0,1.0,3500.0,1150.0, SingleFamily,https://www.zillow.com/homedetails/1119-Mission-Rdg-Austin-TX-78704/29459605_zpid/
260,11024 Short Springs Dr,78754,,,4.0,2.0,2200.0,1518.0, SingleFamily,https://www.zillow.com/homedetails/11024-Short-Springs-Dr-Austin-TX-78754/80093939_zpid/
261,4529 Ruiz St,78723,,,3.0,2.5,3500.0,1539.0, SingleFamily,https://www.zillow.com/homedetails/4529-Ruiz-St-Austin-TX-78723/120897127_zpid/
263,11512 Sandy Loam Trl,78750,,,3.0,2.0,2100.0,1475.0, SingleFamily,https://www.zillow.com/homedetails/11512-Sandy-Loam-Trl-Austin-TX-78750/29566270_zpid/
265,10216 Snapdragon Dr,78739,,,4.0,2.5,3095.0,2436.0, SingleFamily,https://www.zillow.com/homedetails/10216-Snapdragon-Dr-Austin-TX-78739/29504637_zpid/
267,5200 Buffalo Pass,78745,,,3.0,2.0,4950.0,1750.0, SingleFamily,https://www.zillow.com/homedetails/5200-Buffalo-Pass-Austin-TX-78745/58313667_zpid/
269,8808 Whitter Dr #B,78747,,,3.0,3.0,2750.0,1844.0, Townhouse,https://www.zillow.com/homedetails/8808-Whitter-Dr-B-Austin-TX-78747/2064305539_zpid/
273,4816 Norman Trl,78749,,,3.0,2.0,3000.0,2148.0, SingleFamily,https://www.zillow.com/homedetails/4816-Norman-Trl-Austin-TX-78749/58315544_zpid/
274,2920 Balfour Falls Ln,78748,,,4.0,2.0,3195.0,2364.0, SingleFamily,https://www.zillow.com/homedetails/2920-Balfour-Falls-Ln-Austin-TX-78748/64762430_zpid/
275,2405 Ann Arbor Ave,78704,,,3.0,3.5,7000.0,2200.0, Townhouse,https://www.zillow.com/homedetails/2405-Ann-Arbor-Ave-Austin-TX-78704/2065663398_zpid/
276,8407 Rockwood Ln,78757,,,3.0,2.0,2995.0,1405.0, SingleFamily,https://www.zillow.com/homedetails/8407-Rockwood-Ln-Austin-TX-78757/29428442_zpid/
278,707 Spofford St,78704,,,3.0,3.0,10500.0,2431.0, SingleFamily,https://www.zillow.com/homedetails/707-Spofford-St-Austin-TX-78704/29325495_zpid/
279,2115 Oxford Ave #B,78704,,,2.0,1.5,1995.0,1075.0, Apartment,https://www.zillow.com/homedetails/2115-Oxford-Ave-B-Austin-TX-78704/2098053193_zpid/
280,6513 Cascada Dr,78750,,,2.0,2.5,2975.0,1830.0, SingleFamily,https://www.zillow.com/homedetails/6513-Cascada-Dr-Austin-TX-78750/29358841_zpid/
283,1108 Euphoria Bend #26,78702,,,3.0,2.5,3550.0,1729.0, Apartment,https://www.zillow.com/homedetails/1108-Euphoria-Bnd-26-Austin-TX-78702/145652849_zpid/
285,910 W 25th St,78705,,,1.0,1.0,900.0,642.0, SingleFamily,https://www.zillow.com/homedetails/910-W-25th-St-Austin-TX-78705/2103778639_zpid/
288,3018 S 1st St #A,78704,,,1.0,1.0,1375.0,118.0, Apartment,https://www.zillow.com/homedetails/3018-S-1st-St-A-Austin-TX-78704/2070791852_zpid/
290,8501 Alum Rock Dr,78747,,,3.0,3.0,2600.0,1586.0, SingleFamily,https://www.zillow.com/homedetails/8501-Alum-Rock-Dr-Austin-TX-78747/58311800_zpid/
292,1507 Pease Rd,78703,,,1.0,1.0,1500.0,600.0, Apartment,https://www.zillow.com/homedetails/1507-Pease-Rd-Austin-TX-78703/29331528_zpid/
293,8206 Polar Dr,78757,,,3.0,2.0,2849.0,1684.0, SingleFamily,https://www.zillow.com/homedetails/8206-Polar-Dr-Austin-TX-78757/29424901_zpid/
295,3446 Willowrun Dr APT B,78704,,,1.0,1.0,1425.0,600.0, Apartment,https://www.zillow.com/homedetails/3446-Willowrun-Dr-APT-B-Austin-TX-78704/2096804380_zpid/
296,1209 Blair Way,78704,,,3.0,3.0,3900.0,1765.0, SingleFamily,https://www.zillow.com/homedetails/1209-Blair-Way-Austin-TX-78704/83819523_zpid/
298,8501 Moccasin Path,78736,,,4.0,3.0,3995.0,2330.0, SingleFamily,https://www.zillow.com/homedetails/8501-Moccasin-Path-Austin-TX-78736/145656053_zpid/
299,1318 Morgan Ln,78704,,,2.0,2.0,2800.0,1150.0, SingleFamily,https://www.zillow.com/homedetails/1318-Morgan-Ln-Austin-TX-78704/110539774_zpid/
301,12217 Donington Dr,78753,,,3.0,2.0,1950.0,1138.0, SingleFamily,https://www.zillow.com/homedetails/12217-Donington-Dr-Austin-TX-78753/29435184_zpid/
302,1906 Morrow St,78757,,,3.0,2.0,3500.0,1652.0, SingleFamily,https://www.zillow.com/homedetails/1906-Morrow-St-Austin-TX-78757/29420332_zpid/
303,4812 Oldfort Hill Dr,78723,,,4.0,2.0,3699.0,1495.0, SingleFamily,https://www.zillow.com/homedetails/4812-Oldfort-Hill-Dr-Austin-TX-78723/64460608_zpid/
306,2710 Zaragosa St UNIT A,78702,,,3.0,3.0,6000.0,1925.0, SingleFamily,https://www.zillow.com/homedetails/2710-Zaragosa-St-UNIT-A-Austin-TX-78702/2077109650_zpid/
308,1504 Oak Heights Dr APT B,78741,,,3.0,3.0,3500.0,3000.0, Townhouse,https://www.zillow.com/homedetails/1504-Oak-Heights-Dr-APT-B-Austin-TX-78741/2105706697_zpid/
310,5608 Toscana Ave,78724,,,3.0,2.0,1995.0,1287.0, SingleFamily,https://www.zillow.com/homedetails/5608-Toscana-Ave-Austin-TX-78724/64444399_zpid/
312,1702 S Lamar Blvd UNIT 10,78704,,,2.0,2.5,4000.0,1695.0, Townhouse,https://www.zillow.com/homedetails/1702-S-Lamar-Blvd-UNIT-10-Austin-TX-78704/94642549_zpid/
313,4412 Russell Dr #A,78745,,,4.0,3.5,4695.0,2300.0, Apartment,https://www.zillow.com/homedetails/4412-Russell-Dr-A-Austin-TX-78745/2136852882_zpid/
315,1611 Astor Pl,78721,,,3.0,2.0,4000.0,1700.0, SingleFamily,https://www.zillow.com/homedetails/1611-Astor-Pl-Austin-TX-78721/29392533_zpid/
320,8900 Edmundsbury Dr,78747,,,3.0,2.5,2295.0,2068.0, SingleFamily,https://www.zillow.com/homedetails/8900-Edmundsbury-Dr-Austin-TX-78747/111373552_zpid/
322,517 E Annie St,78704,,,2.0,1.0,4500.0,1145.0, SingleFamily,https://www.zillow.com/homedetails/517-E-Annie-St-Austin-TX-78704/29459313_zpid/
323,(Undisclosed Address),78744,,,3.0,2.0,3000.0,1266.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78744/305433291_zpid/
324,408 Ramble Ln,78745,,,4.0,2.0,3200.0,1438.0, SingleFamily,https://www.zillow.com/homedetails/408-Ramble-Ln-Austin-TX-78745/29487913_zpid/
325,1933 Antone St,78723,,,4.0,3.5,4800.0,2600.0, SingleFamily,https://www.zillow.com/homedetails/1933-Antone-St-Austin-TX-78723/80090379_zpid/
327,2001 Parker Ln APT 112,78741,,,3.0,2.5,2950.0,1385.0, Apartment,https://www.zillow.com/homedetails/2001-Parker-Ln-APT-112-Austin-TX-78741/29461734_zpid/
328,10908 Gonzales Ranger Pass,78754,,,4.0,3.0,2350.0,2372.0, SingleFamily,https://www.zillow.com/homedetails/10908-Gonzales-Ranger-Pass-Austin-TX-78754/331623265_zpid/
329,(Undisclosed Address),78703,,,1.0,1.0,2500.0,500.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78703/2064252747_zpid/
330,2301 Bluebonnet Ln #2,78704,,,3.0,3.5,5500.0,2162.0, Condo,https://www.zillow.com/homedetails/2301-Bluebonnet-Ln-2-Austin-TX-78704/145656931_zpid/
331,5705 Oakclaire Dr,78735,,,3.0,2.0,3500.0,1546.0, SingleFamily,https://www.zillow.com/homedetails/5705-Oakclaire-Dr-Austin-TX-78735/29475709_zpid/
332,2400 Winsted Ln,78703,,,5.0,4.0,10000.0,3900.0, SingleFamily,https://www.zillow.com/homedetails/2400-Winsted-Ln-Austin-TX-78703/249889674_zpid/
333,2003 Wilson St UNIT 2,78704,,,2.0,3.5,6250.0,2234.0, Townhouse,https://www.zillow.com/homedetails/2003-Wilson-St-UNIT-2-Austin-TX-78704/2088506354_zpid/
334,1126 Chicon St #A,78702,,,3.0,2.5,2750.0,1344.0, Apartment,https://www.zillow.com/homedetails/1126-Chicon-St-A-Austin-TX-78702/2077515059_zpid/
337,4702 Gray Fox Dr,78759,,,3.0,2.0,2400.0,1204.0, SingleFamily,https://www.zillow.com/homedetails/4702-Gray-Fox-Dr-Austin-TX-78759/29438274_zpid/
341,204 E 30th St #101,78705,,,1.0,1.0,1295.0,450.0, Apartment,https://www.zillow.com/homedetails/204-E-30th-St-101-Austin-TX-78705/2070923051_zpid/
343,13800 Lyndhurst St,78717,,,4.0,3.0,2595.0,1912.0, Apartment,https://www.zillow.com/homedetails/13800-Lyndhurst-St-Austin-TX-78717/243342797_zpid/
344,7504 Tovar Dr,78729,,,4.0,3.0,2645.0,1984.0, SingleFamily,https://www.zillow.com/homedetails/7504-Tovar-Dr-Austin-TX-78729/29591667_zpid/
345,2508 Quarry Rd APT C,78703,,,3.0,2.5,4200.0,1480.0, SingleFamily,https://www.zillow.com/homedetails/2508-Quarry-Rd-APT-C-Austin-TX-78703/29332238_zpid/
346,8505 Spearman Dr,78757,,,4.0,2.0,3300.0,1628.0, SingleFamily,https://www.zillow.com/homedetails/8505-Spearman-Dr-Austin-TX-78757/29426644_zpid/
347,700 1/2 Hearn St,78703,,,1.0,1.0,1495.0,480.0, Apartment,https://www.zillow.com/homedetails/700-1-2-Hearn-St-Austin-TX-78703/2083262974_zpid/
348,405 E 32nd St APT B,78705,,,2.0,2.0,2595.0,1050.0, Townhouse,https://www.zillow.com/homedetails/405-E-32nd-St-APT-B-Austin-TX-78705/2063470565_zpid/
350,3313 Minnie St #B,78745,,,3.0,2.5,2490.0,1814.0, Townhouse,https://www.zillow.com/homedetails/3313-Minnie-St-B-Austin-TX-78745/89547423_zpid/
352,7302 Bluntleaf Cv,78750,,,4.0,3.0,5000.0,2258.0, SingleFamily,https://www.zillow.com/homedetails/7302-Bluntleaf-Cv-Austin-TX-78750/29359083_zpid/
355,7308 Ferndale Cir,78745,,,3.0,2.0,4000.0,1755.0, SingleFamily,https://www.zillow.com/homedetails/7308-Ferndale-Cir-Austin-TX-78745/29501431_zpid/
356,7301 Providence Ave,78752,,,3.0,2.5,3100.0,1450.0, SingleFamily,https://www.zillow.com/homedetails/7301-Providence-Ave-Austin-TX-78752/29413703_zpid/
359,2801 Cornish Cir,78745,,,3.0,2.0,3200.0,1300.0, SingleFamily,https://www.zillow.com/homedetails/2801-Cornish-Cir-Austin-TX-78745/58314623_zpid/
360,1208 Stobaugh St APT A,78757,,,3.0,2.5,3495.0,1758.0, Apartment,https://www.zillow.com/homedetails/1208-Stobaugh-St-APT-A-Austin-TX-78757/305428349_zpid/
363,7601 Woodstone Cv #B,78749,,,2.0,2.0,1995.0,2070.0, MultiFamily,https://www.zillow.com/homedetails/7601-Woodstone-Cv-B-Austin-TX-78749/29493924_zpid/
364,6505 Columbia Oaks Ct #A,78759,,,2.0,1.0,1600.0,1000.0, Apartment,https://www.zillow.com/homedetails/6505-Columbia-Oaks-Ct-A-Austin-TX-78759/2091995987_zpid/
365,742 Gunter St #A,78702,,,3.0,2.0,3075.0,1750.0, Townhouse,https://www.zillow.com/homedetails/742-Gunter-St-A-Austin-TX-78702/2067412031_zpid/
366,1411 Berene Ave,78721,,,3.0,2.0,3200.0,1250.0, SingleFamily,https://www.zillow.com/homedetails/1411-Berene-Ave-Austin-TX-78721/29391348_zpid/
368,13428 Capadocia Cv,78727,,,4.0,2.5,3500.0,2200.0, SingleFamily,https://www.zillow.com/homedetails/13428-Capadocia-Cv-Austin-TX-78727/29446326_zpid/
372,2417 Never Bend Cv,78746,,,6.0,5.0,13900.0,5064.0, Apartment,https://www.zillow.com/homedetails/2417-Never-Bend-Cv-Austin-TX-78746/29341369_zpid/
377,5900 Emerald Forest Dr #A,78745,,,3.0,2.0,2199.0,1309.0, Apartment,https://www.zillow.com/homedetails/5900-Emerald-Forest-Dr-A-Austin-TX-78745/2128621069_zpid/
379,9201 Brodie Ln UNIT 201,78748,,,1.0,1.5,1775.0,1088.0, Apartment,https://www.zillow.com/homedetails/9201-Brodie-Ln-UNIT-201-Austin-TX-78748/121658806_zpid/
380,3801 S Congress Ave #L416,78704,,,2.0,2.0,2720.0,1221.0, Apartment,https://www.zillow.com/homedetails/3801-S-Congress-Ave-L416-Austin-TX-78704/2063502613_zpid/
384,10905 Defender Trl,78754,,,4.0,2.5,2500.0,2231.0, SingleFamily,https://www.zillow.com/homedetails/10905-Defender-Trl-Austin-TX-78754/2082075616_zpid/
386,6005 Hogan Ave,78741,,,3.0,1.0,2100.0,902.0, SingleFamily,https://www.zillow.com/homedetails/6005-Hogan-Ave-Austin-TX-78741/29461810_zpid/
387,1405 Canyon Edge Dr,78733,,,3.0,2.5,5025.0,2480.0, SingleFamily,https://www.zillow.com/homedetails/1405-Canyon-Edge-Dr-Austin-TX-78733/89548645_zpid/
397,203 Raindance Cv,78737,,,3.0,2.5,3400.0,2964.0, SingleFamily,https://www.zillow.com/homedetails/203-Raindance-Cv-Austin-TX-78737/111964785_zpid/
399,935 La Posada Dr #237,78752,,,2.0,2.0,1650.0,849.0, Apartment,https://www.zillow.com/homedetails/935-La-Posada-Dr-237-Austin-TX-78752/241935535_zpid/
400,2103 Ann Arbor Ave #A,78704,,,3.0,2.0,3200.0,1250.0, Apartment,https://www.zillow.com/homedetails/2103-Ann-Arbor-Ave-A-Austin-TX-78704/2084198697_zpid/
402,2952 Higgins St,78722,,,3.0,2.0,3550.0,1228.0, SingleFamily,https://www.zillow.com/homedetails/2952-Higgins-St-Austin-TX-78722/29392278_zpid/
403,1314 Newning Ave #B,78704,,,2.0,2.5,4300.0,1586.0, Condo,https://www.zillow.com/homedetails/1314-Newning-Ave-B-Austin-TX-78704/70348842_zpid/
406,5204 Nuckols Crossing Rd #A,78744,,,2.0,2.0,1600.0,884.0, Apartment,https://www.zillow.com/homedetails/5204-Nuckols-Crossing-Rd-A-Austin-TX-78744/2071210665_zpid/
407,7924 Tusman Dr,78735,,,5.0,4.0,5200.0,3094.0, SingleFamily,https://www.zillow.com/homedetails/7924-Tusman-Dr-Austin-TX-78735/80106307_zpid/
408,11510 Walnut Ridge Dr #B,78753,,,3.0,2.0,1300.0,1300.0, Apartment,https://www.zillow.com/homedetails/11510-Walnut-Ridge-Dr-B-Austin-TX-78753/2081705768_zpid/
409,6533 E Hill Dr,78731,,,3.0,3.5,5500.0,2407.0, Townhouse,https://www.zillow.com/homedetails/6533-E-Hill-Dr-Austin-TX-78731/125889582_zpid/
410,4500 Atlantis Dr,78725,,,2.0,1.0,1800.0,700.0, SingleFamily,https://www.zillow.com/homedetails/4500-Atlantis-Dr-Austin-TX-78725/125752497_zpid/
413,709 Jewell St,78704,,,4.0,3.0,10000.0,2316.0, SingleFamily,https://www.zillow.com/homedetails/709-Jewell-St-Austin-TX-78704/64572066_zpid/
417,2311 Longview St,78705,,,4.0,4.0,7600.0,1614.0, SingleFamily,https://www.zillow.com/homedetails/2311-Longview-St-Austin-TX-78705/29331783_zpid/
420,5623 Woodrow Ave,78756,,,1.0,1.0,1250.0,405.0, Apartment,https://www.zillow.com/homedetails/5623-Woodrow-Ave-Austin-TX-78756/29412436_zpid/
421,2400 Mission Hill Dr #103,78741,,,2.0,1.5,1595.0,985.0, Apartment,https://www.zillow.com/homedetails/2400-Mission-Hill-Dr-103-Austin-TX-78741/2070448324_zpid/
422,10510 Turner Dr,78753,,,4.0,2.0,2300.0,1400.0, SingleFamily,https://www.zillow.com/homedetails/10510-Turner-Dr-Austin-TX-78753/29430161_zpid/
