,street_address,zipcode,latitude,longitude,num_bedrooms,num_bathrooms,rent_price,sqft,type,URL
426,302 N Lamar Blvd FLOOR 3-ID25,78703,,,1.0,1.0,2940.0,691.0, Apartment,https://www.zillow.com/homedetails/302-N-Lamar-Blvd-FLOOR-3-ID25-Austin-TX-78703/2064136244_zpid/
427,2607 Wilson St #B,78704,,,2.0,2.5,3850.0,1100.0, Townhouse,https://www.zillow.com/homedetails/2607-Wilson-St-B-Austin-TX-78704/124836286_zpid/
429,300 Lightsey Rd UNIT A,78704,,,5.0,3.0,6200.0,2178.0, Apartment,https://www.zillow.com/homedetails/300-Lightsey-Rd-UNIT-A-Austin-TX-78704/2074672766_zpid/
430,8700 Alum Rock Dr,78747,,,3.0,2.5,2665.0,2372.0, SingleFamily,https://www.zillow.com/homedetails/8700-Alum-Rock-Dr-Austin-TX-78747/80108188_zpid/
431,4706 Sagebrush Cir #A,78745,,,3.0,2.0,2395.0,1336.0, Townhouse,https://www.zillow.com/homedetails/4706-Sagebrush-Cir-A-Austin-TX-78745/2086219131_zpid/
432,3605 Colorado High Ave,78744,,,4.0,3.5,2800.0,2394.0, SingleFamily,https://www.zillow.com/homedetails/3605-Colorado-High-Ave-Austin-TX-78744/145656818_zpid/
433,701 The High Rd #A,78746,,,2.0,1.5,2500.0,1150.0, Apartment,https://www.zillow.com/homedetails/701-The-High-Rd-A-Austin-TX-78746/2098172406_zpid/
434,11301 Jollyville Rd APT B2,78759,,,2.0,2.0,1900.0,983.0, Apartment,https://www.zillow.com/homedetails/11301-Jollyville-Rd-APT-B2-Austin-TX-78759/2066574992_zpid/
435,1704 Constanta Dr,78753,,,3.0,2.5,2595.0,2417.0, SingleFamily,https://www.zillow.com/homedetails/1704-Constanta-Dr-Austin-TX-78753/145654898_zpid/
436,14033 Turkey Hollow Trl,78717,,,3.0,2.5,2750.0,2040.0, SingleFamily,https://www.zillow.com/homedetails/14033-Turkey-Hollow-Trl-Austin-TX-78717/89652738_zpid/
437,615 W North Loop Blvd #B3,78751,,,3.0,1.0,2100.0,1100.0, Apartment,https://www.zillow.com/homedetails/615-W-North-Loop-Blvd-B3-Austin-TX-78751/2080658264_zpid/
439,1411 Ridgehaven Dr,78723,,,3.0,2.0,2500.0,1334.0, SingleFamily,https://www.zillow.com/homedetails/1411-Ridgehaven-Dr-Austin-TX-78723/29406980_zpid/
441,1404 Cometa St,78721,,,3.0,2.0,3850.0,1847.0, SingleFamily,https://www.zillow.com/homedetails/1404-Cometa-St-Austin-TX-78721/29391146_zpid/
442,7004 Cut Plains Trl,78726,,,4.0,2.5,3295.0,2596.0, SingleFamily,https://www.zillow.com/homedetails/7004-Cut-Plains-Trl-Austin-TX-78726/2065419347_zpid/
443,9906 Dorset Dr,78753,,,3.0,2.0,2400.0,1240.0, SingleFamily,https://www.zillow.com/homedetails/9906-Dorset-Dr-Austin-TX-78753/29425802_zpid/
444,11305 Avering Ln,78754,,,3.0,2.0,2300.0,1980.0, SingleFamily,https://www.zillow.com/homedetails/11305-Avering-Ln-Austin-TX-78754/29421890_zpid/
445,9824 Timber Ridge Pass,78733,,,3.0,2.0,3495.0,1700.0, SingleFamily,https://www.zillow.com/homedetails/9824-Timber-Ridge-Pass-Austin-TX-78733/29343816_zpid/
446,7103 Circle S Rd #A,78745,,,4.0,2.0,2950.0,2000.0, Apartment,https://www.zillow.com/homedetails/7103-Circle-S-Rd-A-Austin-TX-78745/2088790944_zpid/
448,8116 Exmoor Dr #B,78757,,,2.0,1.0,2100.0,842.0, Townhouse,https://www.zillow.com/homedetails/8116-Exmoor-Dr-B-Austin-TX-78757/2110688212_zpid/
452,3505 Fitzroy Ave,78748,,,5.0,3.0,3150.0,3217.0, SingleFamily,https://www.zillow.com/homedetails/3505-Fitzroy-Ave-Austin-TX-78748/70332576_zpid/
454,6501 E Hill Dr APT 102,78731,,,2.0,1.5,1900.0,1080.0, Apartment,https://www.zillow.com/homedetails/6501-E-Hill-Dr-APT-102-Austin-TX-78731/29347776_zpid/
457,1208 Maple Ave UNIT B,78702,,,2.0,1.0,1850.0,825.0, Apartment,https://www.zillow.com/homedetails/1208-Maple-Ave-UNIT-B-Austin-TX-78702/2079666734_zpid/
458,4803 Travis Country Cir,78735,,,5.0,3.0,4575.0,2757.0, SingleFamily,https://www.zillow.com/homedetails/4803-Travis-Country-Cir-Austin-TX-78735/29475432_zpid/
459,6405 Chesterfield Ave #A,78752,,,3.0,3.0,3950.0,1802.0, Townhouse,https://www.zillow.com/homedetails/6405-Chesterfield-Ave-A-Austin-TX-78752/305431170_zpid/
460,5500 Basswood Ln,78723,,,4.0,2.5,3500.0,2068.0, SingleFamily,https://www.zillow.com/homedetails/5500-Basswood-Ln-Austin-TX-78723/29398645_zpid/
461,12002 Swan Dr,78750,,,4.0,2.0,2450.0,1800.0, SingleFamily,https://www.zillow.com/homedetails/12002-Swan-Dr-Austin-TX-78750/185212659_zpid/
462,5808 Monmarte Cv,78744,,,4.0,2.5,2450.0,2407.0, SingleFamily,https://www.zillow.com/homedetails/5808-Monmarte-Cv-Austin-TX-78744/251034813_zpid/
464,3306 Liberty St,78705,,,5.0,3.0,5295.0,2074.0, SingleFamily,https://www.zillow.com/homedetails/3306-Liberty-St-Austin-TX-78705/29398290_zpid/
466,2825 San Gabriel St #B,78705,,,3.0,1.0,2250.0,850.0, MultiFamily,https://www.zillow.com/homedetails/2825-San-Gabriel-St-B-Austin-TX-78705/2078671146_zpid/
467,811 Gunter St,78702,,,3.0,2.0,3150.0,1522.0, SingleFamily,https://www.zillow.com/homedetails/811-Gunter-St-Austin-TX-78702/29384682_zpid/
469,10308 Anahuac Trl,78747,,,3.0,2.0,2600.0,2062.0, SingleFamily,https://www.zillow.com/homedetails/10308-Anahuac-Trl-Austin-TX-78747/69811043_zpid/
470,3115 Helms St APT 214,78705,,,2.0,2.0,2200.0,887.0, Condo,https://www.zillow.com/homedetails/3115-Helms-St-APT-214-Austin-TX-78705/29397368_zpid/
471,12407 Altamira St,78748,,,3.0,4.0,3600.0,2592.0, SingleFamily,https://www.zillow.com/homedetails/12407-Altamira-St-Austin-TX-78748/124720105_zpid/
473,2110 Rio Grande St APT 306,78705,,,2.0,1.0,1800.0,777.0, Apartment,https://www.zillow.com/homedetails/2110-Rio-Grande-St-APT-306-Austin-TX-78705/29391853_zpid/
475,5704 Respinto Dr,78747,,,3.0,2.0,2350.0,1441.0, SingleFamily,https://www.zillow.com/homedetails/5704-Respinto-Dr-Austin-TX-78747/331630252_zpid/
476,11907B Bell Ave,78759,,,2.0,1.0,1950.0,912.0, SingleFamily,https://www.zillow.com/homedetails/11907B-Bell-Ave-Austin-TX-78759/2063432419_zpid/
479,3204 Lipscomb St,78705,,,4.0,2.0,4200.0,1798.0, SingleFamily,https://www.zillow.com/homedetails/3204-Lipscomb-St-Austin-TX-78705/29399270_zpid/
480,2411 La Casa Dr #A,78704,,,3.0,2.0,2200.0,1150.0, Apartment,https://www.zillow.com/homedetails/2411-La-Casa-Dr-A-Austin-TX-78704/2064164890_zpid/
481,10036 Lisi Anne Dr,78717,,,4.0,3.5,4200.0,3300.0, SingleFamily,https://www.zillow.com/homedetails/10036-Lisi-Anne-Dr-Austin-TX-78717/70992705_zpid/
483,331 Torrington Dr,78737,,,4.0,3.0,4295.0,3388.0, SingleFamily,https://www.zillow.com/homedetails/331-Torrington-Dr-Austin-TX-78737/84130266_zpid/
484,1304 Summit St APT 212,78741,,,2.0,1.0,3500.0,745.0, Apartment,https://www.zillow.com/homedetails/1304-Summit-St-APT-212-Austin-TX-78741/29460655_zpid/
486,2906 Pearl St APT B,78705,,,4.0,2.5,3600.0,1990.0, Townhouse,https://www.zillow.com/homedetails/2906-Pearl-St-APT-B-Austin-TX-78705/2124033436_zpid/
487,1007 Presa Arriba Rd,78733,,,3.0,2.0,3300.0,1350.0, SingleFamily,https://www.zillow.com/homedetails/1007-Presa-Arriba-Rd-Austin-TX-78733/29345241_zpid/
488,3000 Guadalupe St APT 201,78705,,,1.0,1.0,1050.0,401.0, Apartment,https://www.zillow.com/homedetails/3000-Guadalupe-St-APT-201-Austin-TX-78705/29398005_zpid/
489,1807 Barbara St,78757,,,3.0,2.0,2950.0,1181.0, SingleFamily,https://www.zillow.com/homedetails/1807-Barbara-St-Austin-TX-78757/29421340_zpid/
490,1341 Wilderness Dr #B,78746,,,2.0,2.0,2000.0,900.0, Townhouse,https://www.zillow.com/homedetails/1341-Wilderness-Dr-B-Austin-TX-78746/2099463217_zpid/
494,7011 McKinney Falls Pkwy,78744,,,2.0,2.0,1274.0,1044.0, Townhouse,https://www.zillow.com/homedetails/7011-McKinney-Falls-Pkwy-Austin-TX-78744/58311368_zpid/
497,(Undisclosed Address),78754,,,4.0,3.0,2998.0,2300.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78754/337144252_zpid/
498,5112 Wayborne Hill Dr,78723,,,4.0,2.0,3200.0,1500.0, SingleFamily,https://www.zillow.com/homedetails/5112-Wayborne-Hill-Dr-Austin-TX-78723/29400215_zpid/
500,202 Nueces St #2304,78701,,,1.0,1.5,6500.0,921.0, Condo,https://www.zillow.com/homedetails/202-Nueces-St-2304-Austin-TX-78701/306645194_zpid/
501,2216 Thornton Rd APT 211,78704,,,2.0,2.0,3750.0,1272.0, Condo,https://www.zillow.com/homedetails/2216-Thornton-Rd-APT-211-Austin-TX-78704/64448624_zpid/
504,12302 Wycliff Ln,78727,,,4.0,2.5,2900.0,1850.0, SingleFamily,https://www.zillow.com/homedetails/12302-Wycliff-Ln-Austin-TX-78727/29442423_zpid/
506,9101 Frostwood Trl,78729,,,4.0,2.5,2850.0,2120.0, SingleFamily,https://www.zillow.com/homedetails/9101-Frostwood-Trl-Austin-TX-78729/29572436_zpid/
511,5800 Needle Nook Ct,78744,,,3.0,3.0,2300.0,1524.0, SingleFamily,https://www.zillow.com/homedetails/5800-Needle-Nook-Ct-Austin-TX-78744/124836946_zpid/
513,2528 Elara Dr,78725,,,5.0,3.0,2400.0,1806.0, SingleFamily,https://www.zillow.com/homedetails/2528-Elara-Dr-Austin-TX-78725/89545976_zpid/
514,2306 Spring Wagon Ln,78728,,,3.0,2.0,2100.0,1533.0, SingleFamily,https://www.zillow.com/homedetails/2306-Spring-Wagon-Ln-Austin-TX-78728/29449501_zpid/
515,4805 Olive Sparrow Dr,78723,,,3.0,3.0,4000.0,2048.0, SingleFamily,https://www.zillow.com/homedetails/4805-Olive-Sparrow-Dr-Austin-TX-78723/2064137606_zpid/
519,10312 Laredo Dr,78748,,,3.0,2.5,2700.0,1714.0, SingleFamily,https://www.zillow.com/homedetails/10312-Laredo-Dr-Austin-TX-78748/2118620108_zpid/
520,10925 Sly Beaver Dr,78754,,,4.0,3.0,2150.0,2019.0, SingleFamily,https://www.zillow.com/homedetails/10925-Sly-Beaver-Dr-Austin-TX-78754/119632374_zpid/
522,2301 W 10th St #A,78703,,,3.0,2.0,3400.0,1250.0, Apartment,https://www.zillow.com/homedetails/2301-W-10th-St-A-Austin-TX-78703/2119216120_zpid/
528,5003 Cana Cv UNIT B,78749,,,2.0,1.5,2150.0,1100.0, Apartment,https://www.zillow.com/homedetails/5003-Cana-Cv-UNIT-B-Austin-TX-78749/2078866028_zpid/
530,3806 Ridgelea Dr #A,78731,,,2.0,1.0,2275.0,830.0, Townhouse,https://www.zillow.com/homedetails/3806-Ridgelea-Dr-A-Austin-TX-78731/2106099368_zpid/
532,1601 E 6th St FLOOR 2-ID5,78702,,,1.0,1.0,3890.0,704.0, Apartment,https://www.zillow.com/homedetails/1601-E-6th-St-FLOOR-2-ID5-Austin-TX-78702/2068558273_zpid/
533,11401 Oak Knoll Dr,78759,,,4.0,3.5,5500.0,2906.0, SingleFamily,https://www.zillow.com/homedetails/11401-Oak-Knoll-Dr-Austin-TX-78759/29367595_zpid/
534,2405 Leon St APT 202,78705,,,3.0,2.0,2850.0,1300.0, Apartment,https://www.zillow.com/homedetails/2405-Leon-St-APT-202-Austin-TX-78705/2096636668_zpid/
535,6903 Deatonhill Dr APT 6,78745,,,2.0,1.0,1750.0,929.0, Apartment,https://www.zillow.com/homedetails/6903-Deatonhill-Dr-APT-6-Austin-TX-78745/58315030_zpid/
537,1501 Justin Ln #A,78757,,,2.0,1.0,2395.0,1040.0, MultiFamily,https://www.zillow.com/homedetails/1501-Justin-Ln-A-Austin-TX-78757/2102097708_zpid/
538,2708 San Pedro St #301,78705,,,3.0,2.0,2700.0,1285.0, Apartment,https://www.zillow.com/homedetails/2708-San-Pedro-St-301-Austin-TX-78705/119620941_zpid/
539,501 Gate Tree Ln,78745,,,4.0,3.0,3950.0,1750.0, SingleFamily,https://www.zillow.com/homedetails/501-Gate-Tree-Ln-Austin-TX-78745/29485781_zpid/
540,6221 Sendero Hills Pkwy,78724,,,3.0,3.0,3800.0,2368.0, SingleFamily,https://www.zillow.com/homedetails/6221-Sendero-Hills-Pkwy-Austin-TX-78724/306647628_zpid/
543,14505 Mowsbury Dr,78717,,,3.0,2.5,2395.0,1960.0, SingleFamily,https://www.zillow.com/homedetails/14505-Mowsbury-Dr-Austin-TX-78717/58267727_zpid/
544,9506 Quail Ct,78758,,,3.0,2.0,2695.0,1498.0, SingleFamily,https://www.zillow.com/homedetails/9506-Quail-Ct-Austin-TX-78758/29428603_zpid/
545,303 Robert T Martinez Jr St,78702,,,2.0,1.0,3800.0,708.0, SingleFamily,https://www.zillow.com/homedetails/303-Robert-T-Martinez-Jr-St-Austin-TX-78702/29383093_zpid/
546,6106 Palm Cir,78741,,,2.0,1.0,2295.0,1000.0, SingleFamily,https://www.zillow.com/homedetails/6106-Palm-Cir-Austin-TX-78741/29462340_zpid/
551,1808 Rio Grande St,78701,,,2.0,2.5,2100.0,1013.0, SingleFamily,https://www.zillow.com/homedetails/1808-Rio-Grande-St-Austin-TX-78701/2066401874_zpid/
553,8158 Racine Trl,78717,,,3.0,2.5,2599.0,2358.0, SingleFamily,https://www.zillow.com/homedetails/8158-Racine-Trl-Austin-TX-78717/29586876_zpid/
555,54 Rainey St APT 416,78701,,,1.0,1.0,2250.0,852.0, Apartment,https://www.zillow.com/homedetails/54-Rainey-St-APT-416-Austin-TX-78701/70348330_zpid/
556,6213 Morning Dew Dr,78749,,,3.0,2.0,2800.0,1740.0, SingleFamily,https://www.zillow.com/homedetails/6213-Morning-Dew-Dr-Austin-TX-78749/29480797_zpid/
559,906 W 22nd St APT 8,78705,,,1.0,1.0,1025.0,310.0, Apartment,https://www.zillow.com/homedetails/906-W-22nd-St-APT-8-Austin-TX-78705/2094862603_zpid/
560,7523 Rio Pass,78724,,,4.0,2.5,3100.0,2496.0, SingleFamily,https://www.zillow.com/homedetails/7523-Rio-Pass-Austin-TX-78724/70327032_zpid/
561,1310 Singleton Ave,78702,,,3.0,2.5,4500.0,2000.0, Condo,https://www.zillow.com/homedetails/1310-Singleton-Ave-Austin-TX-78702/124844931_zpid/
562,5909 Brahmin Cv,78724,,,4.0,3.0,2450.0,2250.0, SingleFamily,https://www.zillow.com/homedetails/5909-Brahmin-Cv-Austin-TX-78724/331624710_zpid/
563,503 Zennia St,78751,,,4.0,2.5,3599.0,1450.0, SingleFamily,https://www.zillow.com/homedetails/503-Zennia-St-Austin-TX-78751/29407855_zpid/
565,1817 Wooten Park Dr APT 101,78757,,,2.0,1.5,1499.0,1008.0, Townhouse,https://www.zillow.com/homedetails/1817-Wooten-Park-Dr-APT-101-Austin-TX-78757/2114858698_zpid/
566,6309 Arbor Crest Ln,78747,,,4.0,2.0,2600.0,2080.0, SingleFamily,https://www.zillow.com/homedetails/6309-Arbor-Crest-Ln-Austin-TX-78747/305434434_zpid/
573,7214 Salt Springs Dr #B,78744,,,2.0,2.0,1450.0,1000.0, Townhouse,https://www.zillow.com/homedetails/7214-Salt-Springs-Dr-B-Austin-TX-78744/2084630434_zpid/
575,7418 Mifflin Kenedy Ter,78749,,,4.0,2.5,3500.0,2300.0, SingleFamily,https://www.zillow.com/homedetails/7418-Mifflin-Kenedy-Ter-Austin-TX-78749/29484168_zpid/
576,(Undisclosed Address),78748,,,3.0,3.0,2600.0,1687.0, Apartment,https://www.zillow.com/homedetails/Austin-TX-78748/83827219_zpid/
577,11016 Cut Plains Loop,78726,,,4.0,3.5,3750.0,2845.0, SingleFamily,https://www.zillow.com/homedetails/11016-Cut-Plains-Loop-Austin-TX-78726/124836594_zpid/
579,2606 Rio Grande St APT 207,78705,,,2.0,1.0,1750.0,720.0, Apartment,https://www.zillow.com/homedetails/2606-Rio-Grande-St-APT-207-Austin-TX-78705/2104203656_zpid/
580,2216 San Gabriel St APT 107,78705,,,2.0,2.0,1750.0,813.0, Apartment,https://www.zillow.com/homedetails/2216-San-Gabriel-St-APT-107-Austin-TX-78705/29331838_zpid/
581,5905 Burnhill Dr,78745,,,4.0,2.0,2800.0,1531.0, SingleFamily,https://www.zillow.com/homedetails/5905-Burnhill-Dr-Austin-TX-78745/29483082_zpid/
582,3914 Avenue D APT 103,78751,,,1.0,1.0,1550.0,630.0, Apartment,https://www.zillow.com/homedetails/3914-Avenue-D-APT-103-Austin-TX-78751/2108142412_zpid/
583,2008 San Antonio St #204,78705,,,2.0,2.0,1995.0,840.0, Apartment,https://www.zillow.com/homedetails/2008-San-Antonio-St-204-Austin-TX-78705/2063444614_zpid/
584,1707 Princeton Ave #B,78757,,,3.0,2.0,2300.0,1020.0, Apartment,https://www.zillow.com/homedetails/1707-Princeton-Ave-B-Austin-TX-78757/2086922702_zpid/
585,5109 Lott Ave #A,78721,,,3.0,2.5,3250.0,1740.0, Townhouse,https://www.zillow.com/homedetails/5109-Lott-Ave-A-Austin-TX-78721/2076875445_zpid/
586,1114 Euphoria Bend,78702,,,3.0,2.5,3400.0,1700.0, Apartment,https://www.zillow.com/homedetails/1114-Euphoria-Bnd-Austin-TX-78702/2097569955_zpid/
587,1204 Hollow Creek Dr #2,78704,,,2.0,1.5,3800.0,1098.0, Condo,https://www.zillow.com/homedetails/1204-Hollow-Creek-Dr-2-Austin-TX-78704/2065682140_zpid/
590,7709 Barbary Ct,78744,,,3.0,3.0,4200.0,2514.0, SingleFamily,https://www.zillow.com/homedetails/7709-Barbary-Ct-Austin-TX-78744/249913053_zpid/
591,1902 Alegria Rd,78757,,,2.0,3.0,3850.0,1600.0, Townhouse,https://www.zillow.com/homedetails/1902-Alegria-Rd-Austin-TX-78757/2136806725_zpid/
593,9802 Willers Way,78748,,,3.0,2.0,2350.0,1566.0, SingleFamily,https://www.zillow.com/homedetails/9802-Willers-Way-Austin-TX-78748/29509902_zpid/
594,3007 Fruth St APT C,78705,,,1.0,1.0,1650.0,500.0, Apartment,https://www.zillow.com/homedetails/3007-Fruth-St-APT-C-Austin-TX-78705/2082863624_zpid/
596,2108 Bronte Dr,78752,,,3.0,2.5,1900.0,1536.0, Apartment,https://www.zillow.com/homedetails/2108-Bronte-Dr-Austin-TX-78752/29412917_zpid/
597,11404 Culzean Castle Dr #503,78717,,,3.0,2.5,2450.0,1792.0, Townhouse,https://www.zillow.com/homedetails/11404-Culzean-Castle-Dr-503-Austin-TX-78717/2063490879_zpid/
602,902 E Live Oak St,78704,,,4.0,2.0,4350.0,1800.0, SingleFamily,https://www.zillow.com/homedetails/902-E-Live-Oak-St-Austin-TX-78704/29460906_zpid/
603,1013 Melissa Ln,78704,,,3.0,2.5,4995.0,2044.0, SingleFamily,https://www.zillow.com/homedetails/1013-Melissa-Ln-Austin-TX-78704/29381791_zpid/
604,9529 Hunter Ln,78748,,,4.0,2.5,2600.0,1861.0, SingleFamily,https://www.zillow.com/homedetails/9529-Hunter-Ln-Austin-TX-78748/145657262_zpid/
606,2012 Cleese Dr,78741,,,3.0,3.0,3000.0,1657.0, SingleFamily,https://www.zillow.com/homedetails/2012-Cleese-Dr-Austin-TX-78741/2074958194_zpid/
608,1416 Berlin Ln,78753,,,3.0,3.0,2500.0,2417.0, SingleFamily,https://www.zillow.com/homedetails/1416-Berlin-Ln-Austin-TX-78753/124841004_zpid/
612,607 1/2 Genard St,78751,,,3.0,2.0,2195.0,1144.0, MultiFamily,https://www.zillow.com/homedetails/607-1-2-Genard-St-Austin-TX-78751/2064031803_zpid/
614,702 Wayside Dr,78703,,,3.0,2.5,5750.0,2514.0, SingleFamily,https://www.zillow.com/homedetails/702-Wayside-Dr-Austin-TX-78703/29330125_zpid/
615,2910 Govalle Ave,78702,,,1.0,1.5,3200.0,870.0, SingleFamily,https://www.zillow.com/homedetails/2910-Govalle-Ave-Austin-TX-78702/29386860_zpid/
617,2108 Tillery St UNIT 2105,78723,,,2.0,2.5,4500.0,1538.0, Townhouse,https://www.zillow.com/homedetails/2108-Tillery-St-UNIT-2105-Austin-TX-78723/2064169722_zpid/
620,3000 Prado St #B,78702,,,2.0,1.0,3400.0,936.0, Apartment,https://www.zillow.com/homedetails/3000-Prado-St-B-Austin-TX-78702/145654059_zpid/
621,6803 Poncha Pass,78749,,,3.0,2.0,2600.0,1734.0, SingleFamily,https://www.zillow.com/homedetails/6803-Poncha-Pass-Austin-TX-78749/29481726_zpid/
623,10224 Gertrudis Loop,78747,,,3.0,2.0,2100.0,1232.0, SingleFamily,https://www.zillow.com/homedetails/10224-Gertrudis-Loop-Austin-TX-78747/251029357_zpid/
624,1313 E 51st St #104,78723,,,1.0,1.0,1600.0,680.0, Apartment,https://www.zillow.com/homedetails/1313-E-51st-St-104-Austin-TX-78723/2063446944_zpid/
625,12117 Sunderland Dr,78753,,,3.0,2.0,2375.0,1405.0, SingleFamily,https://www.zillow.com/homedetails/12117-Sunderland-Dr-Austin-TX-78753/29434505_zpid/
626,305 1/2 W 41st St,78751,,,1.0,1.0,1495.0,635.0, Apartment,https://www.zillow.com/homedetails/305-1-2-W-41st-St-Austin-TX-78751/2063473491_zpid/
629,1908 San Antonio St APT 312,78705,,,2.0,1.0,1800.0,698.0, Condo,https://www.zillow.com/homedetails/1908-San-Antonio-St-APT-312-Austin-TX-78705/29391934_zpid/
630,3500 Banda Ln,78725,,,4.0,2.5,2095.0,1710.0, SingleFamily,https://www.zillow.com/homedetails/3500-Banda-Ln-Austin-TX-78725/60135228_zpid/
631,502 Sunny Ln #B,78704,,,1.0,1.0,2785.0,850.0, Apartment,https://www.zillow.com/homedetails/502-Sunny-Ln-B-Austin-TX-78704/2072205110_zpid/
632,9600 Tobrina Ln,78759,,,4.0,3.0,5000.0,3600.0, SingleFamily,https://www.zillow.com/homedetails/9600-Tobrina-Ln-Austin-TX-78759/29365370_zpid/
633,10116 Pinehurst Dr,78747,,,5.0,2.5,3600.0,3539.0, SingleFamily,https://www.zillow.com/homedetails/10116-Pinehurst-Dr-Austin-TX-78747/29515046_zpid/
634,4411 Gillis St #A,78745,,,3.0,2.0,4490.0,1750.0, Townhouse,https://www.zillow.com/homedetails/4411-Gillis-St-A-Austin-TX-78745/241933209_zpid/
636,10628 Royal Tara Cv,78717,,,3.0,2.5,2750.0,2275.0, SingleFamily,https://www.zillow.com/homedetails/10628-Royal-Tara-Cv-Austin-TX-78717/70976455_zpid/
637,1712 Sunterro,78727,,,4.0,2.5,2700.0,2857.0, SingleFamily,https://www.zillow.com/homedetails/1712-Sunterro-Austin-TX-78727/58307475_zpid/
638,7312 Oberon St #74,78741,,,3.0,2.5,3050.0,2023.0, SingleFamily,https://www.zillow.com/homedetails/7312-Oberon-St-74-Austin-TX-78741/251031855_zpid/
639,1801 Lavaca St APT 5F,78701,,,2.0,2.0,2995.0,1294.0, Apartment,https://www.zillow.com/homedetails/1801-Lavaca-St-APT-5F-Austin-TX-78701/29389401_zpid/
643,10700 Macmora Rd UNIT 106,78758,,,2.0,2.0,1795.0,1106.0, Apartment,https://www.zillow.com/homedetails/10700-Macmora-Rd-UNIT-106-Austin-TX-78758/83816142_zpid/
645,612 E Baylee Love Ln,78717,,,2.0,2.0,2400.0,1416.0, SingleFamily,https://www.zillow.com/homedetails/612-E-Baylee-Love-Ln-Austin-TX-78717/121723545_zpid/
646,13700 Sage Grouse Dr #1801,78729,,,3.0,2.5,2250.0,1825.0, Apartment,https://www.zillow.com/homedetails/13700-Sage-Grouse-Dr-1801-Austin-TX-78729/243342994_zpid/
649,1005 Daniel Dr,78704,,,3.0,2.5,12000.0,2683.0, SingleFamily,https://www.zillow.com/homedetails/1005-Daniel-Dr-Austin-TX-78704/29323796_zpid/
651,10532 Redmond Rd,78739,,,4.0,2.5,4000.0,2450.0, SingleFamily,https://www.zillow.com/homedetails/10532-Redmond-Rd-Austin-TX-78739/29504748_zpid/
652,6709 Broad Brook Dr,78747,,,3.0,2.0,1895.0,1079.0, SingleFamily,https://www.zillow.com/homedetails/6709-Broad-Brook-Dr-Austin-TX-78747/58311728_zpid/
654,4429 Whispering Valley Dr #C,78727,,,2.0,1.0,1300.0,780.0, Apartment,https://www.zillow.com/homedetails/4429-Whispering-Valley-Dr-C-Austin-TX-78727/2072254403_zpid/
655,5606 Bonnell Vista St #D-5,78731,,,2.0,1.5,2250.0,875.0, Apartment,https://www.zillow.com/homedetails/5606-Bonnell-Vista-St-D-5-Austin-TX-78731/29346201_zpid/
656,3016 Guadalupe St APT 208,78705,,,2.0,2.0,2100.0,1053.0, Apartment,https://www.zillow.com/homedetails/3016-Guadalupe-St-APT-208-Austin-TX-78705/80094491_zpid/
657,202 Montopolis Dr #A,78741,,,3.0,2.5,2950.0,1913.0, Apartment,https://www.zillow.com/homedetails/202-Montopolis-Dr-A-Austin-TX-78741/2063460765_zpid/
658,2309 Dovehill Dr,78744,,,4.0,2.0,3395.0,1530.0, SingleFamily,https://www.zillow.com/homedetails/2309-Dovehill-Dr-Austin-TX-78744/29500333_zpid/
659,(Undisclosed Address),78748,,,3.0,3.0,2999.0,2075.0, SingleFamily,https://www.zillow.com/homedetails/Austin-TX-78748/29507339_zpid/
660,1157 Barton Springs Rd FLOOR 4-ID8,78704,,,1.0,1.0,3840.0,873.0, Apartment,https://www.zillow.com/homedetails/1157-Barton-Springs-Rd-FLOOR-4-ID8-Austin-TX-78704/2067554007_zpid/
661,3608 Pevetoe St,78725,,,4.0,2.5,2350.0,1896.0, SingleFamily,https://www.zillow.com/homedetails/3608-Pevetoe-St-Austin-TX-78725/29462512_zpid/
662,13104 Bennington Ln,78753,,,4.0,2.0,5500.0,2200.0, SingleFamily,https://www.zillow.com/homedetails/13104-Bennington-Ln-Austin-TX-78753/29438859_zpid/
663,3106 Glen Ora St #B,78704,,,2.0,1.0,3500.0,950.0, Apartment,https://www.zillow.com/homedetails/3106-Glen-Ora-St-B-Austin-TX-78704/2091298862_zpid/
665,2807 Del Curto Rd UNIT J,78704,,,3.0,2.5,6500.0,2295.0, Apartment,https://www.zillow.com/homedetails/2807-Del-Curto-Rd-UNIT-J-Austin-TX-78704/241938480_zpid/
666,3605 Texas Topaz Dr #3605,78728,,,3.0,2.5,2100.0,1975.0, Apartment,https://www.zillow.com/homedetails/3605-Texas-Topaz-Dr-3605-Austin-TX-78728/2065397027_zpid/
672,1008 E 13th St,78702,,,2.0,2.0,2600.0,1313.0, SingleFamily,https://www.zillow.com/homedetails/1008-E-13th-St-Austin-TX-78702/29388299_zpid/
673,7436 Bonniebrook Dr,78735,,,3.0,2.5,3500.0,2755.0, SingleFamily,https://www.zillow.com/homedetails/7436-Bonniebrook-Dr-Austin-TX-78735/70345981_zpid/
676,301 E 33rd St #5,78705,,,1.0,1.0,1500.0,620.0, Apartment,https://www.zillow.com/homedetails/301-E-33rd-St-5-Austin-TX-78705/2065612830_zpid/
677,6508 Skycrest Dr,78745,,,4.0,2.5,3000.0,1742.0, SingleFamily,https://www.zillow.com/homedetails/6508-Skycrest-Dr-Austin-TX-78745/29494537_zpid/
