,streetAddress,city,county,zipcode,state,price,homeType,timeOnZillow,zestimate,rentZestimate,livingArea,bedrooms,bathrooms,yearBuilt,description,priceHistory,taxHistory,zpid
0,1931 Lansford Ave,Dallas,,75224,TX,359000,SINGLE_FAMILY,6 days,203000.0,1394.0,1200,3,1,1952,"Don’t miss out on this stunning redesigned mid-century cottage perfectly situated minutes from the Bishop Arts District in the highly sought out Historical Elmwood Neighborhood. Modernized by Q4 Innovation this Heart of Dallas property offers uncompromising quality, design and detail throughout. This cozy home features 2 bedrooms, 1 bath, and office, lifestyle room with elegant floor to ceiling windows. Boasting a beautiful modern farmhouse design, you will not be disappointed with the open floor concept and luxury finishes. Whether it’s stepping into the tranquility of your very own oversized backyard, taking a short walk to Tyler Station to enjoy a morning yoga class, or catching a beer with friends at the nearby Oak Cliff Beer Garden. This beautiful fully renovated one story home will certainly not last long!!!","[{'priceChangeRate': 0.80402010050251, 'date': '2022-04-29', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1651190400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '20044468'}, 'pricePerSquareFoot': 299, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 359000}, {'priceChangeRate': 0, 'date': '2022-03-07', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1646611200000, 'sellerAgent': {'name': 'Shaun Walding', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISluxg6mddzifc0000000000.jpg'}, 'profileUrl': '/profile/ShaunWalding/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14756435'}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}, {'priceChangeRate': 0, 'date': '2022-02-21', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1645401600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14756435'}, 'pricePerSquareFoot': 166, 'buyerAgent': None, 'event': 'Pending sale', 'price': 199000}, {'priceChangeRate': 249.31446540881, 'date': '2022-02-10', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1644451200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14756435'}, 'pricePerSquareFoot': 166, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 199000}, {'priceChangeRate': 0, 'date': '2015-11-23', 'source': 'C. W. Sparks Management', 'postingIsRental': True, 'time': 1448236800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'C. W. Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listing removed', 'price': 995}, {'priceChangeRate': 0.25157232704403, 'date': '2015-11-12', 'source': 'CW Sparks Management', 'postingIsRental': True, 'time': 1447286400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'CW Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listed for rent', 'price': 995}, {'priceChangeRate': 0, 'date': '2013-11-07', 'source': 'CW Sparks Management', 'postingIsRental': True, 'time': 1383782400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'CW Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listing removed', 'price': 795}, {'priceChangeRate': 0, 'date': '2013-10-04', 'source': 'CW Sparks Management', 'postingIsRental': True, 'time': 1380844800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'CW Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listed for rent', 'price': 795}, {'priceChangeRate': 0, 'date': '2012-09-21', 'source': 'CW Sparks Management', 'postingIsRental': False, 'time': 1348185600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'CW Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 1, 'buyerAgent': None, 'event': 'Listing removed', 'price': 795}, {'priceChangeRate': 0, 'date': '2012-09-20', 'source': 'CW Sparks Management', 'postingIsRental': False, 'time': 1348099200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'CW Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 1, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 795}, {'priceChangeRate': 0, 'date': '2011-07-16', 'source': 'C. W. Sparks Management', 'postingIsRental': True, 'time': 1310774400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'C. W. Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listing removed', 'price': 795}, {'priceChangeRate': 0, 'date': '2011-06-27', 'source': 'C. W. Sparks Management', 'postingIsRental': True, 'time': 1309132800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'C. W. Sparks Management', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Listed for rent', 'price': 795}]","[{'time': 1620241285519, 'valueIncreaseRate': -0.00914618, 'taxIncreaseRate': -0.036498748, 'taxPaid': 4944.12, 'value': 187420}, {'time': 1588705285519, 'valueIncreaseRate': -0.009167103, 'taxIncreaseRate': -0.016673585, 'taxPaid': 5131.41, 'value': 189150}, {'time': 1557082885519, 'valueIncreaseRate': 0.46846154, 'taxIncreaseRate': 0.4108375, 'taxPaid': 5218.42, 'value': 190900}, {'time': 1525546885519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.046342444, 'taxPaid': 3698.81, 'value': 130000}, {'time': 1494010885519, 'valueIncreaseRate': 0.040332906, 'taxIncreaseRate': 0.040305696, 'taxPaid': 3534.99, 'value': 130000}, {'time': 1462474885519, 'valueIncreaseRate': 0.7012934, 'taxIncreaseRate': 0.68660164, 'taxPaid': 3398.03, 'value': 124960}, {'time': 1430852485519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 2014.72, 'value': 73450}, {'time': 1399316485519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 2014.72, 'value': 73450}, {'time': 1367780485519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1336244485519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1304622085519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1273086085519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1241550085519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1210014085519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1178391685519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1115319685519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1083783685519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1052161285519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1020625285519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 989089285519, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}]",26724053
1,2810 Vacherie Ln,Dallas,,75227,TX,619000,SINGLE_FAMILY,5 days,602000.0,3846.0,4121,4,4,2003,"Gated community approximately 10 minutes east of downtown Dallas. Completely renovated in 2019. Real hardwood floors, full interior paint, flooring, LED lighting, Delta fixtures; custom cabinets in kitchen, bathrooms, and laundry with soft close doors; matching quartz counters in kitchen and baths; brand new roof in 2021 with full exterior paint and caulking; Smart lighting and thermostats; Viking range; office is adjacent to kitchen or could be a 5th bedroom; custom painted garage with epoxy floor. Huge bedrooms! Two walk in attic storage areas. Second living space upstairs with full wet bar and beverage fridge. Very quiet, active community.     Virtual matterport tour available.","[{'priceChangeRate': 0.55137844611529, 'date': '2022-04-30', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1651276800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '20034086'}, 'pricePerSquareFoot': 150, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 619000}, {'priceChangeRate': 0, 'date': '2019-07-05', 'source': 'Agent Provided', 'postingIsRental': False, 'time': 1562284800000, 'sellerAgent': {'name': 'Juli Black', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/ISbt4kklyey02l0000000000.jpg'}, 'profileUrl': '/profile/JuliBlack/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': None, 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}, {'priceChangeRate': 0, 'date': '2019-05-03', 'source': 'United Real Estate', 'postingIsRental': False, 'time': 1556841600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'United Real Estate', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 97, 'buyerAgent': None, 'event': 'Pending sale', 'price': 399000}, {'priceChangeRate': -0.023255813953488, 'date': '2019-02-04', 'source': 'United Real Estate', 'postingIsRental': False, 'time': 1549238400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'United Real Estate', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 97, 'buyerAgent': None, 'event': 'Price change', 'price': 399000}, {'priceChangeRate': 0.28056426332288, 'date': '2018-10-25', 'source': 'United Real Estate', 'postingIsRental': False, 'time': 1540425600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'United Real Estate', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 99, 'buyerAgent': None, 'event': 'Price change', 'price': 408500}, {'priceChangeRate': 0, 'date': '2015-07-29', 'source': 'Agent Provided', 'postingIsRental': False, 'time': 1438128000000, 'sellerAgent': {'name': 'Ryan Booth', 'photo': {'url': 'https://photos.zillowstatic.com/h_e/IS6uaub8eik76j1000000000.jpg'}, 'profileUrl': '/profile/ryananthonybooth/'}, 'showCountyLink': False, 'attributeSource': {'infoString2': None, 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}, {'priceChangeRate': 0.22810394610202, 'date': '2015-06-11', 'source': 'Ebby Halliday, REALTORS', 'postingIsRental': False, 'time': 1433980800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Ebby Halliday, REALTORS', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 77, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 319000}, {'priceChangeRate': 0, 'date': '2011-12-30', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1325203200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 63, 'buyerAgent': None, 'event': 'Listing removed', 'price': 259750}, {'priceChangeRate': -0.037071362372567, 'date': '2011-07-28', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1311811200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 63, 'buyerAgent': None, 'event': 'Price change', 'price': 259750}, {'priceChangeRate': -0.035746201966041, 'date': '2011-07-02', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1309564800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 65, 'buyerAgent': None, 'event': 'Price change', 'price': 269750}, {'priceChangeRate': -0.030329289428076, 'date': '2011-06-10', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1307664000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 68, 'buyerAgent': None, 'event': 'Price change', 'price': 279750}, {'priceChangeRate': -0.033500837520938, 'date': '2011-04-17', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1302998400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 70, 'buyerAgent': None, 'event': 'Price change', 'price': 288500}, {'priceChangeRate': 0, 'date': '2011-02-25', 'source': 'NXT Home Realtors', 'postingIsRental': False, 'time': 1298592000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NXT Home Realtors', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 72, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 298500}]","[{'time': 1620241302179, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.02780302, 'taxPaid': 8271.17, 'value': 384000}, {'time': 1588705302179, 'valueIncreaseRate': -0.056881815, 'taxIncreaseRate': -0.05760563, 'taxPaid': 8507.71, 'value': 384000}, {'time': 1557082902179, 'valueIncreaseRate': 0.109669685, 'taxIncreaseRate': 0.059984393, 'taxPaid': 9027.76, 'value': 407160}, {'time': 1525546902179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0.062294193, 'taxPaid': 8516.88, 'value': 366920}, {'time': 1494010902179, 'valueIncreaseRate': 0.115088895, 'taxIncreaseRate': 0.1043914, 'taxPaid': 8017.44, 'value': 366920}, {'time': 1462474902179, 'valueIncreaseRate': 0.2478195, 'taxIncreaseRate': 0.3665927, 'taxPaid': 7259.6, 'value': 329050}, {'time': 1430852502179, 'valueIncreaseRate': 0.112658225, 'taxIncreaseRate': 0, 'taxPaid': 5312.19, 'value': 263700}, {'time': 1399316502179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 5312.19, 'value': 237000}, {'time': 1367780502179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1336244502179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1304622102179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1273086102179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1241550102179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1210014102179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1178391702179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1115319702179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1083783702179, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}]",67962218
2,3807 Frank St,Dallas,,75210,TX,270000,SINGLE_FAMILY,153 days,266200.0,380.0,1697,4,2,2021,"MULTIPLE OFFERS DEADLINE 10am April 27. Brand New Completed Construction is available! This bricked diamond is pure modern beauty! The open concept 1 story, 4 bedroom, 2 bath 2 car garage UNDER CONSTRUCTION HOME is perfectly situated in the heart of Dallas’ developing areas! Very few affordable homes are built with the high level quality, trim work, upgraded features and materials that have gone into this home. This modern style home is complete with vaulted ceilings, granite countertops, wood flooring, stainless appliances, pendant lights and too many upgrades to list. This jewel qualifies for various down payment assistance programs! Available and ready to move in. Agents PLEASE DO NOT CALL AND ASK IF IT'S AVAILABLE. DO NOT TEXT (LANDLINE).","[{'priceChangeRate': 0, 'date': '2022-04-23', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1650672000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 159, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 270000}, {'priceChangeRate': 0, 'date': '2022-04-03', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1648944000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 159, 'buyerAgent': None, 'event': 'Pending sale', 'price': 270000}, {'priceChangeRate': 0, 'date': '2022-03-29', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1648512000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 159, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 270000}, {'priceChangeRate': 0, 'date': '2022-03-22', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1647907200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 159, 'buyerAgent': None, 'event': 'Pending sale', 'price': 270000}, {'priceChangeRate': 0.018867924528302, 'date': '2022-03-13', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1647129600000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 159, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 270000}, {'priceChangeRate': 0, 'date': '2022-03-02', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1646179200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 156, 'buyerAgent': None, 'event': 'Pending sale', 'price': 265000}, {'priceChangeRate': 52, 'date': '2022-01-03', 'source': 'NTREIS', 'postingIsRental': False, 'time': 1641168000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'NTREIS', 'infoString3': None, 'infoString1': '14717662'}, 'pricePerSquareFoot': 156, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 265000}, {'priceChangeRate': 0, 'date': '2021-07-13', 'source': 'Public Record', 'postingIsRental': False, 'time': 1626134400000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}, {'priceChangeRate': 0, 'date': '2017-09-13', 'source': 'Hopkins Realty & Assoc. LLC', 'postingIsRental': False, 'time': 1505260800000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Hopkins Realty & Assoc. LLC', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 3, 'buyerAgent': None, 'event': 'Listing removed', 'price': 5000}, {'priceChangeRate': 0, 'date': '2016-10-24', 'source': 'Hopkins Realty & Assoc. LLC', 'postingIsRental': False, 'time': 1477267200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Hopkins Realty & Assoc. LLC', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': 3, 'buyerAgent': None, 'event': 'Listed for sale', 'price': 5000}, {'priceChangeRate': 0, 'date': '2016-03-10', 'source': 'Public Record', 'postingIsRental': False, 'time': 1457568000000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}, {'priceChangeRate': 0, 'date': '1999-11-23', 'source': 'Public Record', 'postingIsRental': False, 'time': 943315200000, 'sellerAgent': None, 'showCountyLink': False, 'attributeSource': {'infoString2': 'Public Record', 'infoString3': None, 'infoString1': None}, 'pricePerSquareFoot': None, 'buyerAgent': None, 'event': 'Sold', 'price': None}]","[{'time': 1620241318786, 'valueIncreaseRate': 1, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': 20000}, {'time': 1588705318786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': 10000}, {'time': 1557082918786, 'valueIncreaseRate': 1, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': 10000}, {'time': 1525546918786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': 5000}, {'time': 1494010918786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': 5000}, {'time': 1462474918786, 'valueIncreaseRate': 0, 'taxIncreaseRate': -0.8480496, 'taxPaid': 20.84, 'value': 5000}, {'time': 1430852518786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 137.15, 'value': 5000}, {'time': 1399316518786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': 137.15, 'value': 5000}, {'time': 1367780518786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1336244518786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1304622118786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1273086118786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1241550118786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1210014118786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1178391718786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1115319718786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1083783718786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1052161318786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 1020625318786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}, {'time': 989089318786, 'valueIncreaseRate': 0, 'taxIncreaseRate': 0, 'taxPaid': None, 'value': None}]",26688624
