,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
1509,1013 S Meadows Dr,78758,3,2,372400,4,4,2022,https://www.zillow.com/homedetails/1013-S-Meadows-Dr-Austin-TX-78758/29432425_zpid/
1510,1015 E Yager Ln UNIT 123,78753,2,2,,27,4,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-123-Austin-TX-78753/29435442_zpid/
1511,1015 E Yager Ln UNIT 150,78753,2,2,,23,7,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-150-Austin-TX-78753/29435469_zpid/
1512,1015 E Yager Ln UNIT 200,78753,2,2,,15,6,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-200-Austin-TX-78753/29435519_zpid/
1513,1015 E Yager Ln UNIT 209,78753,3,2,,9,8,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-209-Austin-TX-78753/29435528_zpid/
1514,1015 E Yager Ln UNIT 4,78753,2,2,,12,4,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-4-Austin-TX-78753/29435323_zpid/
1515,1015 E Yager Ln UNIT 5,78753,2,2,,16,6,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-5-Austin-TX-78753/29435324_zpid/
1516,1015 E Yager Ln UNIT 87,78753,3,2,,28,2,2022,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-87-Austin-TX-78753/29435383_zpid/
1517,1015 E Yager Ln UNIT 90,78753,2,2,,22,10,2021,https://www.zillow.com/homedetails/1015-E-Yager-Ln-UNIT-90-Austin-TX-78753/29435386_zpid/
1518,1016 Verbena Dr,78750,3,2,410200,10,1,2022,https://www.zillow.com/homedetails/1016-Verbena-Dr-Austin-TX-78750/29566434_zpid/
1519,1017 Quail Park Dr,78758,4,2,686500,14,10,2021,https://www.zillow.com/homedetails/1017-Quail-Park-Dr-Austin-TX-78758/29427708_zpid/
1520,1018 Walter St,78702,3,2,842700,20,7,2020,https://www.zillow.com/homedetails/1018-Walter-St-Austin-TX-78702/29386216_zpid/
1521,10204 Grand Oak Dr,78750,4,2,1005100,21,6,2021,https://www.zillow.com/homedetails/10204-Grand-Oak-Dr-Austin-TX-78750/29370532_zpid/
1522,10205 Snapdragon Dr,78739,3,2,704400,27,4,2021,https://www.zillow.com/homedetails/10205-Snapdragon-Dr-Austin-TX-78739/29504580_zpid/
1523,10208 Big Thicket Dr,78747,3,2,582300,30,8,2021,https://www.zillow.com/homedetails/10208-Big-Thicket-Dr-Austin-TX-78747/70357478_zpid/
1524,10209 Pinnacle Crest Loop,78747,3,2,460100,14,5,2021,https://www.zillow.com/homedetails/10209-Pinnacle-Crest-Loop-Austin-TX-78747/119624975_zpid/
1525,10210 Faylin Dr,78753,3,2,524200,29,9,2021,https://www.zillow.com/homedetails/10210-Faylin-Dr-Austin-TX-78753/29425946_zpid/
1526,10212 Wind Cave Trl,78747,3,2,478800,16,12,2021,https://www.zillow.com/homedetails/10212-Wind-Cave-Trl-Austin-TX-78747/70343698_zpid/
1527,10219 Willfield Dr,78753,3,2,517400,27,4,2022,https://www.zillow.com/homedetails/10219-Willfield-Dr-Austin-TX-78753/29427182_zpid/
1528,10220 Beard Ave,78748,3,2,572600,28,10,2021,https://www.zillow.com/homedetails/10220-Beard-Ave-Austin-TX-78748/64638735_zpid/
1529,10220 Forest Grove Dr,78747,3,2,452400,28,6,2021,https://www.zillow.com/homedetails/10220-Forest-Grove-Dr-Austin-TX-78747/305434407_zpid/
1530,10224 Big Thicket Dr,78747,4,2,558000,17,2,2022,https://www.zillow.com/homedetails/10224-Big-Thicket-Dr-Austin-TX-78747/70357517_zpid/
1531,10225 Beard Ave,78748,4,2,606400,18,4,2022,https://www.zillow.com/homedetails/10225-Beard-Ave-Austin-TX-78748/64564981_zpid/
1532,10233 Grizzly Oak Dr,78748,3,2,589500,24,9,2021,https://www.zillow.com/homedetails/10233-Grizzly-Oak-Dr-Austin-TX-78748/80108519_zpid/
1533,1024 Verbena Dr #1357R,78750,3,2,,3,5,2021,https://www.zillow.com/homedetails/1024-Verbena-Dr-1357R-Austin-TX-78750/2072206649_zpid/
1534,102 Aria Rdg,78738,3,2,610700,10,12,2021,https://www.zillow.com/homedetails/102-Aria-Rdg-Austin-TX-78738/2084989972_zpid/
1535,10300 Yellowstone Dr,78747,3,2,683100,21,4,2021,https://www.zillow.com/homedetails/10300-Yellowstone-Dr-Austin-TX-78747/70357571_zpid/
1536,10301 Sentinel Dr,78747,4,2,,31,12,2021,https://www.zillow.com/homedetails/10301-Sentinel-Dr-Austin-TX-78747/2068615405_zpid/
1537,10309 Hatton Ln,78754,3,2,466400,30,12,2021,https://www.zillow.com/homedetails/10309-Hatton-Ln-Austin-TX-78754/249424101_zpid/
1538,10310 Broomflower Dr,78739,3,2,773300,24,11,2021,https://www.zillow.com/homedetails/10310-Broomflower-Dr-Austin-TX-78739/29504608_zpid/
1539,10312 Bankhead Dr,78747,3,2,572100,30,4,2021,https://www.zillow.com/homedetails/10312-Bankhead-Dr-Austin-TX-78747/251033120_zpid/
1540,10312 Lone Pine Ln,78747,3,2,457500,30,11,2021,https://www.zillow.com/homedetails/10312-Lone-Pine-Ln-Austin-TX-78747/80090635_zpid/
1541,10315 Timbercrest Ln,78750,3,2,423800,12,4,2022,https://www.zillow.com/homedetails/10315-Timbercrest-Ln-Austin-TX-78750/29566025_zpid/
1542,10316 Shinnecock Hills Dr,78747,4,2,679000,22,11,2021,https://www.zillow.com/homedetails/10316-Shinnecock-Hills-Dr-Austin-TX-78747/29515658_zpid/
1543,10318 Salida Dr,78749,4,2,731400,29,11,2021,https://www.zillow.com/homedetails/10318-Salida-Dr-Austin-TX-78749/29507647_zpid/
1544,10333 Channel Island Dr,78747,3,2,574200,3,6,2021,https://www.zillow.com/homedetails/10333-Channel-Island-Dr-Austin-TX-78747/70343743_zpid/
1545,103 Triton Ct,78734,3,2,850900,1,4,2021,https://www.zillow.com/homedetails/103-Triton-Ct-Austin-TX-78734/29350900_zpid/
1546,10400 Bentley Dr,78748,4,2,602100,4,8,2021,https://www.zillow.com/homedetails/10400-Bentley-Dr-Austin-TX-78748/70332530_zpid/
1547,10400 Sprinkle Rd,78754,4,2,1032600,22,10,2021,https://www.zillow.com/homedetails/10400-Sprinkle-Rd-Austin-TX-78754/29418479_zpid/
1548,10401 Burmaster Ln,78750,3,2,647700,8,10,2021,https://www.zillow.com/homedetails/10401-Burmaster-Ln-Austin-TX-78750/29569218_zpid/
1549,10403 Broken Shoe Trl,78750,3,2,571500,4,3,2021,https://www.zillow.com/homedetails/10403-Broken-Shoe-Trl-Austin-TX-78750/29566058_zpid/
1550,10405 Firethorn Ln,78750,3,2,514500,15,3,2021,https://www.zillow.com/homedetails/10405-Firethorn-Ln-Austin-TX-78750/29565963_zpid/
1551,10406 Cayuse Cv,78748,3,2,585000,3,6,2021,https://www.zillow.com/homedetails/10406-Cayuse-Cv-Austin-TX-78748/29512821_zpid/
1552,10409 Yellowstone Dr,78747,3,2,511800,31,8,2021,https://www.zillow.com/homedetails/10409-Yellowstone-Dr-Austin-TX-78747/70357562_zpid/
1553,10417 Mourning Dove Dr,78750,3,2,763800,26,12,2021,https://www.zillow.com/homedetails/10417-Mourning-Dove-Dr-Austin-TX-78750/29569139_zpid/
1554,104 E 46th St,78751,3,2,1032400,31,8,2021,https://www.zillow.com/homedetails/104-E-46th-St-Austin-TX-78751/29405185_zpid/
1555,104 E Powell Ln,78753,3,2,492800,15,7,2021,https://www.zillow.com/homedetails/104-E-Powell-Ln-Austin-TX-78753/29419457_zpid/
1556,104 S Tumbleweed Trl,78733,3,2,976500,7,1,2022,https://www.zillow.com/homedetails/104-S-Tumbleweed-Trl-Austin-TX-78733/29342506_zpid/
1557,10503 N Platt River Dr,78748,3,2,505300,20,4,2021,https://www.zillow.com/homedetails/10503-N-Platt-River-Dr-Austin-TX-78748/29513069_zpid/
1558,10507 Bilbrook Pl,78748,3,2,531900,21,9,2021,https://www.zillow.com/homedetails/10507-Bilbrook-Pl-Austin-TX-78748/29512978_zpid/
1559,10513 Gonzales Ranger Pass,78754,3,2,448400,11,3,2022,https://www.zillow.com/homedetails/10513-Gonzales-Ranger-Pass-Austin-TX-78754/337144321_zpid/
1560,10516 Archdale Dr,78748,3,2,449000,4,4,2022,https://www.zillow.com/homedetails/10516-Archdale-Dr-Austin-TX-78748/29514001_zpid/
1561,10549 Bilbrook Pl,78748,3,2,619400,31,3,2021,https://www.zillow.com/homedetails/10549-Bilbrook-Pl-Austin-TX-78748/29512783_zpid/
1562,10550 Bilbrook Pl,78748,3,2,539300,28,2,2022,https://www.zillow.com/homedetails/10550-Bilbrook-Pl-Austin-TX-78748/29512790_zpid/
1563,105 W Skyview Rd,78752,3,2,,30,9,2021,https://www.zillow.com/homedetails/105-W-Skyview-Rd-Austin-TX-78752/29411803_zpid/
1564,10601 Settlers Trl,78750,3,2,560800,16,7,2021,https://www.zillow.com/homedetails/10601-Settlers-Trl-Austin-TX-78750/29558930_zpid/
1565,10601 Walnut Bend Dr,78753,3,2,,2,3,2021,https://www.zillow.com/homedetails/10601-Walnut-Bend-Dr-Austin-TX-78753/29429176_zpid/
1566,10604 Gonzales Ranger Pass,78754,4,2,451800,31,3,2022,https://www.zillow.com/homedetails/10604-Gonzales-Ranger-Pass-Austin-TX-78754/337144292_zpid/
1567,10605 Barnhill Dr,78758,4,2,476700,2,11,2021,https://www.zillow.com/homedetails/10605-Barnhill-Dr-Austin-TX-78758/29432536_zpid/
1568,10605 Parkfield Dr,78758,4,2,641600,24,2,2022,https://www.zillow.com/homedetails/10605-Parkfield-Dr-Austin-TX-78758/29432308_zpid/
1569,10605 Walnut Bend Dr,78753,3,2,647900,28,2,2022,https://www.zillow.com/homedetails/10605-Walnut-Bend-Dr-Austin-TX-78753/29429177_zpid/
1570,10608 Gonzales Ranger Pass,78754,4,2,445700,14,3,2022,https://www.zillow.com/homedetails/10608-Gonzales-Ranger-Pass-Austin-TX-78754/337144291_zpid/
1571,10609 Golden Quail Dr,78758,4,2,522000,21,10,2021,https://www.zillow.com/homedetails/10609-Golden-Quail-Dr-Austin-TX-78758/29432189_zpid/
1572,10614 Spicewood Pkwy,78750,2,2,948100,2,4,2021,https://www.zillow.com/homedetails/10614-Spicewood-Pkwy-Austin-TX-78750/29372613_zpid/
1573,10616 Mellow Mdws,78750,2,2,281400,29,1,2021,https://www.zillow.com/homedetails/10616-Mellow-Mdws-Austin-TX-78750/185193030_zpid/
1574,10620 Hendon St,78748,3,2,676500,22,7,2021,https://www.zillow.com/homedetails/10620-Hendon-St-Austin-TX-78748/64712815_zpid/
1575,10621 Deaton Ln,78754,4,2,500000,27,7,2021,https://www.zillow.com/homedetails/10621-Deaton-Ln-Austin-TX-78754/331628409_zpid/
1576,10627 Carovilli Dr,78748,3,2,415200,17,12,2021,https://www.zillow.com/homedetails/10627-Carovilli-Dr-Austin-TX-78748/58317288_zpid/
1577,10645 Royal Tara Cv,78717,3,2,733800,16,4,2021,https://www.zillow.com/homedetails/10645-Royal-Tara-Cv-Austin-TX-78717/70976461_zpid/
1578,10654 Wills Loop,78717,2,2,525400,18,6,2021,https://www.zillow.com/homedetails/10654-Wills-Loop-Austin-TX-78717/243341032_zpid/
1579,106 Rivalto Cir UNIT 1,78734,2,2,694600,21,10,2021,https://www.zillow.com/homedetails/106-Rivalto-Cir-UNIT-1-Austin-TX-78734/114406631_zpid/
1580,10708 Deaton Ln,78754,4,2,499900,24,6,2021,https://www.zillow.com/homedetails/10708-Deaton-Ln-Austin-TX-78754/331628421_zpid/
1581,10710 Berthound Dr,78758,3,2,621500,3,5,2022,https://www.zillow.com/homedetails/10710-Berthound-Dr-Austin-TX-78758/29433118_zpid/
1582,10716 Tollesboro Cv,78739,3,2,1017400,29,3,2021,https://www.zillow.com/homedetails/10716-Tollesboro-Cv-Austin-TX-78739/64718602_zpid/
1583,10724 N Platt River Dr,78748,3,2,459900,30,12,2021,https://www.zillow.com/homedetails/10724-N-Platt-River-Dr-Austin-TX-78748/29513921_zpid/
1584,10800 Pinehurst Dr #A,78747,3,2,471600,29,10,2021,https://www.zillow.com/homedetails/10800-Pinehurst-Dr-A-Austin-TX-78747/2083864356_zpid/
1585,10800 School House Ln,78750,4,2,530600,14,1,2022,https://www.zillow.com/homedetails/10800-School-House-Ln-Austin-TX-78750/29566202_zpid/
1586,10806 Tall Oak Trl,78750,3,2,574700,26,11,2021,https://www.zillow.com/homedetails/10806-Tall-Oak-Trl-Austin-TX-78750/29566320_zpid/
1587,10808 Long Summer Dr,78754,3,2,421800,9,12,2021,https://www.zillow.com/homedetails/10808-Long-Summer-Dr-Austin-TX-78754/70338638_zpid/
1588,10813 River Plantation Dr,78747,3,2,779200,10,9,2021,https://www.zillow.com/homedetails/10813-River-Plantation-Dr-Austin-TX-78747/29516183_zpid/
1589,10816 Dinah Dr,78748,3,2,610600,8,4,2022,https://www.zillow.com/homedetails/10816-Dinah-Dr-Austin-TX-78748/119620182_zpid/
1590,10817 Harwood Overlook Pass,78747,3,2,,29,12,2021,https://www.zillow.com/homedetails/10817-Harwood-Overlook-Pass-Austin-TX-78747/2068615404_zpid/
1591,10817 Old San Antonio Rd,78748,3,2,712900,10,8,2021,https://www.zillow.com/homedetails/10817-Old-San-Antonio-Rd-Austin-TX-78748/29515576_zpid/
1592,108 Morning Primrose Ct,78748,3,2,498100,21,10,2021,https://www.zillow.com/homedetails/108-Morning-Primrose-Ct-Austin-TX-78748/80087627_zpid/
1593,10900 Buckthorn Dr,78759,4,2,899100,16,12,2021,https://www.zillow.com/homedetails/10900-Buckthorn-Dr-Austin-TX-78759/29367926_zpid/
1594,10904 Sierra Oaks,78759,3,2,713000,2,9,2021,https://www.zillow.com/homedetails/10904-Sierra-Oaks-Austin-TX-78759/29366231_zpid/
1595,10905 Shady Hollow Dr,78748,3,2,931500,27,7,2021,https://www.zillow.com/homedetails/10905-Shady-Hollow-Dr-Austin-TX-78748/29511539_zpid/
1596,10905 Ukaoma Way,78754,3,2,,4,6,2021,https://www.zillow.com/homedetails/10905-Ukaoma-Way-Austin-TX-78754/2088908661_zpid/
1597,10906 Marble Rd,78750,4,2,789200,8,7,2021,https://www.zillow.com/homedetails/10906-Marble-Rd-Austin-TX-78750/29566630_zpid/
1598,10907 Cobblestone Ln,78750,2,2,673200,23,4,2021,https://www.zillow.com/homedetails/10907-Cobblestone-Ln-Austin-TX-78750/185182094_zpid/
1599,10910 Railway Ln #75,78717,2,2,518100,30,11,2021,https://www.zillow.com/homedetails/10910-Railway-Ln-75-Austin-TX-78717/124154319_zpid/
1600,10912 Old Manchaca Rd,78748,3,2,487800,1,12,2021,https://www.zillow.com/homedetails/10912-Old-Manchaca-Rd-Austin-TX-78748/58317078_zpid/
1601,10913 Gonzales Ranger Pass,78754,3,2,482600,19,11,2021,https://www.zillow.com/homedetails/10913-Gonzales-Ranger-Pass-Austin-TX-78754/331623263_zpid/
1602,10928 Defender Trl,78754,4,2,621300,30,12,2021,https://www.zillow.com/homedetails/10928-Defender-Trl-Austin-TX-78754/2067778177_zpid/
1603,10953 Colonel Winn Loop,78748,3,2,623600,24,2,2021,https://www.zillow.com/homedetails/10953-Colonel-Winn-Loop-Austin-TX-78748/58317664_zpid/
1604,109 Cloudview Dr,78745,3,2,614800,13,4,2021,https://www.zillow.com/homedetails/109-Cloudview-Dr-Austin-TX-78745/29501175_zpid/
1605,109 Masterson Pass,78753,2,2,424200,18,10,2021,https://www.zillow.com/homedetails/109-Masterson-Pass-Austin-TX-78753/29430399_zpid/
1606,11000 Boundless Valley Dr,78754,3,2,447900,2,2,2022,https://www.zillow.com/homedetails/11000-Boundless-Valley-Dr-Austin-TX-78754/80099763_zpid/
1607,11001 Jockey Bluff Dr,78748,3,2,623000,15,10,2021,https://www.zillow.com/homedetails/11001-Jockey-Bluff-Dr-Austin-TX-78748/64833087_zpid/
1608,11002 Prairie Dove Cir,78758,3,2,602200,17,11,2021,https://www.zillow.com/homedetails/11002-Prairie-Dove-Cir-Austin-TX-78758/29433865_zpid/
1609,11004 Blossom Bell Dr,78758,3,2,628000,27,10,2021,https://www.zillow.com/homedetails/11004-Blossom-Bell-Dr-Austin-TX-78758/29434251_zpid/
1610,11005 Canterbury Tales Ln,78748,3,2,469800,10,11,2021,https://www.zillow.com/homedetails/11005-Canterbury-Tales-Ln-Austin-TX-78748/29514323_zpid/
1611,11005 Hillside Oak Ln,78750,4,2,834200,10,5,2021,https://www.zillow.com/homedetails/11005-Hillside-Oak-Ln-Austin-TX-78750/29554287_zpid/
1612,11007 Watchful Fox Dr,78748,3,2,640300,16,4,2021,https://www.zillow.com/homedetails/11007-Watchful-Fox-Dr-Austin-TX-78748/29515241_zpid/
1613,1100 Azie Morton Rd #1115,78704,2,2,,31,8,2021,https://www.zillow.com/homedetails/1100-Azie-Morton-Rd-1115-Austin-TX-78704/2069123977_zpid/
1614,1100 Milford Way,78745,3,2,634700,3,12,2021,https://www.zillow.com/homedetails/1100-Milford-Way-Austin-TX-78745/29493024_zpid/
1615,1100 Olive St,78702,2,2,897200,26,3,2021,https://www.zillow.com/homedetails/1100-Olive-St-Austin-TX-78702/29387524_zpid/
1616,11015 Andenwood Dr,78726,3,2,668900,12,4,2021,https://www.zillow.com/homedetails/11015-Andenwood-Dr-Austin-TX-78726/29376560_zpid/
1617,11015 Canterbury Tales Ln,78748,3,2,496600,29,4,2022,https://www.zillow.com/homedetails/11015-Canterbury-Tales-Ln-Austin-TX-78748/29514321_zpid/
1618,1101 Crown Ridge Path,78753,1,2,384900,9,11,2021,https://www.zillow.com/homedetails/1101-Crown-Ridge-Path-Austin-TX-78753/29424223_zpid/
1619,1101 Grove Blvd APT 307,78741,1,2,365000,24,9,2021,https://www.zillow.com/homedetails/1101-Grove-Blvd-APT-307-Austin-TX-78741/80105920_zpid/
1620,1101 Shoal Creek Blvd APT 11,78701,2,2,661100,28,1,2021,https://www.zillow.com/homedetails/1101-Shoal-Creek-Blvd-APT-11-Austin-TX-78701/119616085_zpid/
1621,11020 Reliance Creek Dr,78754,4,2,471100,9,4,2021,https://www.zillow.com/homedetails/11020-Reliance-Creek-Dr-Austin-TX-78754/70338581_zpid/
1622,11021 Cherisse Dr,78739,3,2,781500,7,9,2021,https://www.zillow.com/homedetails/11021-Cherisse-Dr-Austin-TX-78739/83829955_zpid/
1623,1102 Dunstan Dr,78745,3,2,524300,4,3,2021,https://www.zillow.com/homedetails/1102-Dunstan-Dr-Austin-TX-78745/29492941_zpid/
1624,1102 Walton Ln,78721,3,2,719600,17,11,2021,https://www.zillow.com/homedetails/1102-Walton-Ln-Austin-TX-78721/29384129_zpid/
1625,1102 Warrington Dr,78753,3,2,477400,18,10,2021,https://www.zillow.com/homedetails/1102-Warrington-Dr-Austin-TX-78753/29425701_zpid/
1626,11030 Hard Rock Rd,78750,3,2,688200,4,2,2022,https://www.zillow.com/homedetails/11030-Hard-Rock-Rd-Austin-TX-78750/29566681_zpid/
1627,11032 Short Springs Dr,78754,3,2,434600,2,9,2021,https://www.zillow.com/homedetails/11032-Short-Springs-Dr-Austin-TX-78754/80090551_zpid/
1628,1103 Bouldin Ave,78704,2,2,1506500,9,3,2022,https://www.zillow.com/homedetails/1103-Bouldin-Ave-Austin-TX-78704/124844273_zpid/
1629,1104 1/2 Fiesta St,78702,3,2,851300,13,3,2021,https://www.zillow.com/homedetails/1104-1-2-Fiesta-St-Austin-TX-78702/29386411_zpid/
1630,1104 Brecon Ln,78748,3,2,540800,20,10,2021,https://www.zillow.com/homedetails/1104-Brecon-Ln-Austin-TX-78748/29503710_zpid/
1631,1105 Altum St,78721,3,2,760100,9,12,2021,https://www.zillow.com/homedetails/1105-Altum-St-Austin-TX-78721/89546656_zpid/
1632,1105 Marcy St #2,78745,2,2,,22,11,2021,https://www.zillow.com/homedetails/1105-Marcy-St-2-Austin-TX-78745/2077545863_zpid/
1633,1105 Snowy Owl Ct,78746,3,2,403900,29,4,2021,https://www.zillow.com/homedetails/1105-Snowy-Owl-Ct-Austin-TX-78746/29328300_zpid/
1634,1106 Berger St,78721,3,2,712900,7,10,2021,https://www.zillow.com/homedetails/1106-Berger-St-Austin-TX-78721/70326269_zpid/
1635,1106 W 6th St APT 210,78703,1,2,585100,19,7,2021,https://www.zillow.com/homedetails/1106-W-6th-St-APT-210-Austin-TX-78703/29327308_zpid/
1636,1109 Lawson Ln,78702,3,2,1034300,31,8,2020,https://www.zillow.com/homedetails/1109-Lawson-Ln-Austin-TX-78702/29386004_zpid/
1637,110 Abbey Dr,78737,4,2,703200,20,10,2020,https://www.zillow.com/homedetails/110-Abbey-Dr-Austin-TX-78737/67388653_zpid/
1638,110 E 30th St,78705,6,2,1834600,25,4,2022,https://www.zillow.com/homedetails/110-E-30th-St-Austin-TX-78705/29397462_zpid/
1639,11100 Rio Vista Dr,78726,4,2,804600,3,12,2021,https://www.zillow.com/homedetails/11100-Rio-Vista-Dr-Austin-TX-78726/29374958_zpid/
1640,11100 Seay St,78754,4,2,447200,18,6,2021,https://www.zillow.com/homedetails/11100-Seay-St-Austin-TX-78754/29419808_zpid/
1641,11100 Spear Oak Cv,78759,4,2,950900,31,8,2021,https://www.zillow.com/homedetails/11100-Spear-Oak-Cv-Austin-TX-78759/29367907_zpid/
1642,11101 Hidden Bluff Dr,78754,3,2,662700,26,2,2021,https://www.zillow.com/homedetails/11101-Hidden-Bluff-Dr-Austin-TX-78754/29429336_zpid/
1643,11103 Amblewood Way,78753,3,2,501400,1,12,2021,https://www.zillow.com/homedetails/11103-Amblewood-Way-Austin-TX-78753/29431924_zpid/
1644,11107 El Salido Pkwy,78750,3,2,622800,15,3,2022,https://www.zillow.com/homedetails/11107-El-Salido-Pkwy-Austin-TX-78750/29566595_zpid/
1645,11108 Cain Harvest Dr,78754,3,2,487000,31,3,2022,https://www.zillow.com/homedetails/11108-Cain-Harvest-Dr-Austin-TX-78754/80091586_zpid/
1646,1110 W 22nd St APT 10,78705,2,2,421800,1,12,2020,https://www.zillow.com/homedetails/1110-W-22nd-St-APT-10-Austin-TX-78705/83124643_zpid/
1647,11110 Terrace Bluff Dr,78754,3,2,648600,26,8,2021,https://www.zillow.com/homedetails/11110-Terrace-Bluff-Dr-Austin-TX-78754/29429330_zpid/
1648,11113 Avering Ln,78754,3,2,606000,24,11,2021,https://www.zillow.com/homedetails/11113-Avering-Ln-Austin-TX-78754/29419879_zpid/
1649,11116 Bastogne Loop,78739,4,2,1031500,7,6,2021,https://www.zillow.com/homedetails/11116-Bastogne-Loop-Austin-TX-78739/80087178_zpid/
1650,11117 Jockey Bluff Dr,78748,2,2,662900,4,6,2021,https://www.zillow.com/homedetails/11117-Jockey-Bluff-Dr-Austin-TX-78748/60135663_zpid/
1651,1111 Kirk Ave,78702,2,2,808300,22,4,2021,https://www.zillow.com/homedetails/1111-Kirk-Ave-Austin-TX-78702/29386541_zpid/
1652,1111 Radam Cir,78745,3,2,855000,3,9,2021,https://www.zillow.com/homedetails/1111-Radam-Cir-Austin-TX-78745/29485020_zpid/
1653,11120 Crazy Well Dr,78717,3,2,612900,30,9,2020,https://www.zillow.com/homedetails/11120-Crazy-Well-Dr-Austin-TX-78717/88016124_zpid/
1654,11121 Bleich Ln,78754,4,2,542700,11,3,2022,https://www.zillow.com/homedetails/11121-Bleich-Ln-Austin-TX-78754/80096337_zpid/
1655,1112 Faircrest Dr,78753,3,2,590500,28,4,2021,https://www.zillow.com/homedetails/1112-Faircrest-Dr-Austin-TX-78753/29438756_zpid/
1656,1112 Gobi Dr,78745,4,2,,20,9,2021,https://www.zillow.com/homedetails/1112-Gobi-Dr-Austin-TX-78745/249911663_zpid/
1657,11132 Marden Ln,78739,4,2,936700,1,6,2021,https://www.zillow.com/homedetails/11132-Marden-Ln-Austin-TX-78739/29507925_zpid/
1658,11133 Pinehurst Dr APT C,78747,2,2,376000,18,2,2022,https://www.zillow.com/homedetails/11133-Pinehurst-Dr-APT-C-Austin-TX-78747/29516764_zpid/
1659,11137 Desert Willow Loop,78748,3,2,556600,30,12,2021,https://www.zillow.com/homedetails/11137-Desert-Willow-Loop-Austin-TX-78748/80093517_zpid/
1660,11137 Franklins Tale Loop,78748,3,2,439700,17,12,2021,https://www.zillow.com/homedetails/11137-Franklins-Tale-Loop-Austin-TX-78748/29514329_zpid/
1661,1113 Peggotty Pl,78753,3,2,479700,16,3,2021,https://www.zillow.com/homedetails/1113-Peggotty-Pl-Austin-TX-78753/29435253_zpid/
